"verse_id","language","text"
"15010012","ENG","Then all the people , answered with a loud voice : As you have said , so it is right for us to do ."
"15010016","DEU","Aber die aus der Verbannung Heimgekehrten führten den Vorschlag aus , und der Priester Esra erwählte sich Männer , die Familienhäupter der einzelnen Familien , und zwar alle mit Nennung des Namens , und diese hielten am ersten Tage des zehnten Monats Sitzung , um die Sache zu untersuchen ,"
"15010016","ENG","So those who had come back did so . Ezra the priest , with certain heads of families , by their fathers' families , all of them by their names , were marked out . On the first day of the tenth month they took their places to go into the question with care ."
"16001006","DEU","lass doch dein Ohr aufmerken und deine Augen offen sein , dass du auf das Gebet deines Knechtes hörest , das ich jetzt Tag und Nacht vor dir bete für die Israeliten , deine Knechte , wie auch auf das Bekenntnis der Sünden , die wir Israeliten an dir begangen haben . Auch ich und meines Vaters Haus haben gesündigt ."
"16001006","ENG","» Let your ear now take note and let your eyes be open . Please give ear to the prayer of your servant . At this time , day and night I pray for the children of Israel , your servants . I put before you the sins of the children of Israel that we have done against you : truly , my father’s people and I are sinners ."
"16001009","DEU","Wenn ihr euch aber mir wieder zuwendet und meine Gebote treulich erfüllt - wären dann eure Versprengten sogar am Ende des Himmels , so will ich sie doch von dort sammeln und an die Stätte bringen , die ich erwählt habe , meinen Namen daselbst wohnen zu lassen . """
"16001009","ENG","» If you come back to me and obey my orders , even if you have been forced out and are living in the farthest horizons , I will gather you from there , and bring you to the place I have chosen as a dwelling for my name . ’"
"16001010","DEU","Sie sind ja doch deine Knechte und dein Volk , das du durch deine grosse Kraft und durch deine starke Hand erlöst hast ."
"16001010","ENG","» These are your servants and your people , whom you have made yours by your great power and by your strong hand ."
"16002016","DEU","Die Vorsteher aber wussten nicht , wo ich hingegangen war oder was ich vorhatte ; denn ich hatte bis dahin den Juden nichts gesagt , weder den Priestern noch den Vornehmen , weder den Vorstehern noch den andern , denen das Werk oblag ."
"16002016","ENG","The chiefs had no knowledge of where I had been or what I was doing . I had not then said anything to the Jews or to the priests or the great ones or the chiefs or the rest of those who were doing the work ."
"16003016","DEU","Das nächste Stück besorgte Nehemia , der Sohn Asbuks , der Oberste des halben Bezirks Beth-Zur , bis gegenüber den Davidsgräbern und weiter bis an den künstlichen Teich und bis zum Kriegerhause ."
"16003016","ENG","By his side was working Nehemiah , the son of Azbuk , ruler of half the division of Beth-zur , as far as the place opposite the last resting-places of David's family and as far as the pool that had been made and the house of the men of war ."
"16004005","DEU","Decke ihre Missetat nicht zu und lass ihre Sünde nicht ausgelöscht werden vor dir ; denn sie haben durch ihr Verhalten gegenüber den Bauleuten deinen Zorn erregt !"
"16004005","ENG","Do not let their wrongdoing be covered or their sin be washed away from before you : for they have made you angry before the builders ."
"16005010","DEU","Auch ich , meine Brüder und meine Leute haben den Volksgenossen Geld und Korn geliehen . Erlassen wir ihnen diese Forderung !"
"16005010","ENG","» Even I and my servants have been collecting interest Usury for the money and the grain we have let them have . So now , let us give this up ."
"16005019","DEU","Gedenke mir , mein Gott , zum Besten , was ich alles für dieses Volk getan habe !"
"16005019","ENG","Keep in mind , O my God , for my good , all I have done for this people ."
"16006001","DEU","ALS aber Sanballat , Tobia und der Araber Gesem nebst unsren übrigen Feinden erfuhren , dass ich die Mauern aufgebaut habe und dass keine Lücke mehr daran sei wiewohl ich zu jener Zeit die Türflügel noch nicht in die Torbauten eingesetzt hatte ,"
"16006001","ENG","Word was given to Sanballat and Tobiah and to Geshem the Arabian and to the rest of our enemies , that I had done the building of the wall and that there were no more broken places in it though even then I had not put up the gates in the gateways ."
"16006006","DEU","darin war geschrieben : Es ist unter den Leuten bekannt geworden , und Gasmu erzählt es , dass du und die Juden abzufallen gedenken ; darum bauest du die Mauer , und du wollest ihr König werden - so heisst es ."
"16006006","ENG","There was written in it : » It has been heard among the nations what Geshem is saying . He is saying that you and the Jews are hoping to make yourselves free from the king's authority . That this is why you are building the wall . They say that it is your purpose to be their king ."
"16006019","DEU","Die redeten sogar in meiner Gegenwart von seinen Vorzügen und hinterbrachten ihm meine Worte . Und Tobia sandte Briefe , um mich einzuschüchtern ."
"16006019","ENG","They spoke a good deal about the good he had done in my presence , and reported what I said to him . Tobiah sent letters with the purpose of causing me fear ."
"16008004","DEU","Esra aber , der Schriftgelehrte , stand auf einem hohen Holzgerüst , das man für diesen Anlass errichtet hatte , und neben ihm standen : zur Rechten Matthithja , Sema , Anaja , Uria , Hilkia und Maaseja , zur Linken aber Pedaja , Misael , Malchia , Hasum , Hasbaddana , Sacharja und Mesullam ."
"16008004","ENG","Ezra the scribe took his place on a tower podium of wood that they had made for the purpose . By his side were placed Mattithiah and Shema and Anaiah and Uriah and Hilkiah and Maaseiah on the right ; and on the left , Pedaiah and Mishael and Malchijah and Hashum and Hashbaddanah , Zechariah and Meshullam ."
"16008017","DEU","Die ganze Gemeinde , alle , die aus der Gefangenschaft zurückgekehrt waren , machten Laubhütten und wohnten darin . Denn seit der Zeit Josuas , des Sohnes Nuns , bis auf jenen Tag hatten die Israeliten es nicht mehr so gehalten . Und es herrschte sehr grosse Freude ."
"16008017","ENG","All the people who had been prisoners and had come back , made tents and were living in them . From the time of Jeshua , the son of Nun , till that day , the children of Israel had not done so . There was very great joy !"
"16009023","DEU","Du machtest ihre Kinder zahlreich wie die Sterne am Himmel und brachtest sie in das Land , von dem du ihren Vätern verheissen hattest , sie würden in dasselbe einziehen und es in Besitz nehmen ."
"16009023","ENG","» You made their children as great in number as the stars of heaven . You took them into the land , of which you had said to their fathers that they were to go in and take it for themselves ."
"16009032","DEU","Und nun , unser Gott , du grosser , mächtiger und furchtbarer Gott , der du deinen Gnadenbund einhältst , achte nicht gering all die Mühsal , die uns betroffen hat , unsre Könige und Fürsten , unsre Priester und Propheten , unsre Väter und dein ganzes Volk , seit der Zeit der Könige von Assyrien bis auf diesen Tag ."
"16009032","ENG","» Now , our God , the great , the strong , the God who is to be respected , who keeps faith and mercy , do not let his trouble seem small to you . It has come on us , and on our kings and our rulers and on our priests and our prophets and our fathers and on all your people from the time of the kings of Assyria till this day ."
"16009033","DEU","Du bist gerecht bei allem , was über uns gekommen ist ; denn du hast Treue geübt , wir aber sind gottlos gewesen ."
"16009033","ENG","» You have been in the right in everything that happened to us . You have been true to us , but we have done evil !"
"16009037","DEU","Seinen reichen Ertrag bringt es für die Könige , die du über uns gesetzt hast um unsrer Sünden willen ; sie herrschen über unsre Leiber und über unser Vieh nach Belieben , und wir sind in grosser Not ."
"16009037","ENG","» And it gives much increase to the kings whom you have put over us because of our sins . They have power over our bodies and over our cattle at their pleasure , and we are in great trouble ."
"16013010","DEU","Ferner erfuhr ich , dass den Leviten ihre Anteile nicht gegeben worden seien , weshalb die Leviten und Sänger , die den Dienst zu versehen hatten , ein jeder auf seinen ländlichen Besitz entwichen seien ."
"16013010","ENG","I saw that the Levites had not been given what was needed for their support . So the Levites and the music-makers , who did the work , had gone away , everyone to his field ."
"16013014","DEU","Gedenke mir dessen , mein Gott , und lösche mein Liebeswerk nicht aus , das ich für das Gotteshaus und den Dienst in ihm getan habe !"
"16013014","ENG","Nehemiah’s prayer : » Keep me in mind , O my God , in connection with this , and do not let the good which I have done for the house of my God and its worship go from your memory completely . «"
"16013029","DEU","Denke ihnen , mein Gott , daran , dass sie das Priestertum und den den Priestern und Leviten geltenden Bund befleckt haben !"
"16013029","ENG","» Keep them in mind , O my God , because they have put shame on the priests' name and on the agreement of the priests and the Levites . «"
"17002001","DEU","NACH dieser Begebenheit , als sich der Grimm des Königs Ahasveros gelegt hatte , gedachte er Vasthis und dessen , was sie getan hatte und was über sie beschlossen worden war ."
"17002001","ENG","When the king's rage subsided , the thought of Vashti and what she had done and the order he had made against her came back to his mind ."
"17002007","DEU","Er war der Pflegevater der Hadassa - das ist Esther - , der Tochter seines Oheims ; sie hatte nämlich keinen Vater und keine Mutter mehr . Das Mädchen war von schöner Gestalt und lieblichem Aussehen ; Mardochai hatte sie beim Tode ihrer Eltern als Tochter angenommen ."
"17002007","ENG","And he had been a father to Hadassah who is Esther , the daughter of his father's brother : for she had no father or mother . When her father and mother were dead , Mordecai took her for his daughter . She was very beautiful ."
"17002015","DEU","Als nun Esther , die Tochter Abihails , des Oheims Mardochais , der sie zur Tochter angenommen hatte , an die Reihe kam , zum König hineinzugehen , begehrte sie nichts , als was Hegai , der Kämmerer des Königs , der Aufseher über die Frauen , ihr riet . Und alle , die Esther sahen , fanden Gefallen an ihr ."
"17002015","ENG","When the time came for Esther , the daughter of Abihail , his father's brother , whom Mordecai had taken as his daughter , to go in to the king , she made request for nothing but what Hegai , the king's servant and keeper of the women , had given her . And all who saw her looked on Esther kindly ."
"17004001","DEU","ALS aber Mardochai alles erfuhr , was geschehen war , zerriss er seine Kleider und hüllte sich in Trauergewand und Asche ; er verliess sein Haus , begab sich mitten in die Stadt hinein und hob an , laut und bitter zu klagen ."
"17004001","ENG","When Mordecai learned what had been done , he tore his clothes in anguish . Then he dressed in sackcloth , covered his head with ashes , and walked through the city , wailing loudly and bitterly ,"
"17004014","DEU","Denn wenn du auch wirklich in solcher Zeit stilleschweigen solltest , so wird den Juden Befreiung und Errettung von einer andern Seite her erstehen ; du aber und deine Familie werden umkommen . Und wer weiss , ob du nicht gerade um einer solchen Gelegenheit willen zum Königtum gelangt bist ?"
"17004014","ENG","» If at this time you say nothing . Then help and salvation will come to the Jews from some other place . But you and your father's family will come to destruction . Who is to say that you have not come to the kingdom even for such a time as this ? «"
"17006010","DEU","Darauf sprach der König zu Haman : Nimm eilends das Gewand und das Pferd , gemäss deinem Vorschlage , und tue also mit dem Juden Mardochai , der im Königstor sitzt . Nichts sollst du unterlassen von allem , was du aufgezählt hast ."
"17006010","ENG","Then the king said to Haman : » Go quickly , and take the robes and the horse , as you have said , and do even so to Mordecai the Jew , who is seated at the king's gate . See that you do everything as you have said . «"
"17007004","DEU","Denn wir sind verkauft , ich und mein Volk , um vernichtet , getötet und ausgerottet zu werden . Und wenn wir nur als Sklaven und Sklavinnen verkauft würden , so wollte ich schweigen ; denn die Bedrängnis wäre es dann nicht wert , dass der König um ihretwillen belästigt würde ."
"17007004","ENG","» For my people and I have been sold for slaughter and destruction . If we had been taken as men-servants and women-servants for a price , I would have said nothing , for our trouble is little in comparison with the king's loss . «"
"17008002","DEU","Und der König zog seinen Siegelring , den er Haman hatte abnehmen lassen , vom Finger und übergab ihn Mardochai ; Esther aber unterstellte Hamans Haus der Aufsicht Mardochais ."
"17008002","ENG","The king took off his ring , which he had taken from Haman , and gave it to Mordecai . Esther put Mordecai over the family of Haman ."
"17008003","DEU","UND Esther wandte sich nochmals an den König , fiel ihm zu Füssen , weinte und flehte ihn um Gnade an , er möchte doch den unheilvollen Anschlag , den der Agagiter Haman gegen die Juden geschmiedet habe , abwenden ."
"17008003","ENG","Then Esther again came before the king . She fell down at his feet and wept as she requested : that he would put a stop to the evil purposes of Haman the Agagite and the designs that he had made against the Jews ."
"17008007","DEU","Da sprach König Ahasveros zur Königin Esther und zu dem Juden Mardochai : Seht , ich habe Esther das Haus Hamans gegeben , und ihn hat man an den Pfahl gehängt , weil er seine Hand an die Juden hat legen wollen ."
"17008007","ENG","Then King Ahasuerus said to Esther the queen and to Mordecai the Jew : » See now , I have given Esther the family of Haman , and he has come to his death by hanging , because he made an attack on the Jews ."
"17008017","DEU","Und von Provinz zu Provinz und von Stadt zu Stadt , wohin immer des Königs Wort und Gesetz gelangte , da gab es Freude und Wonne bei den Juden , Gelage und Festtag , und viele aus der heidnischen Bevölkerung wurden Juden ; denn der Schrecken vor den Juden war über sie gekommen ."
"17008017","ENG","And in every part of the kingdom and in every town , wherever the king's letter and his order came , the Jews were glad with great joy . They had a feast and a good day . A large number of the people of the land became Jews : for the fear of the Jews had come on them ."
"17009003","DEU","Und alle Obersten der Provinzen und die Satrapen und Statthalter und Beamten des Königs unterstützten die Juden ; denn der Schrecken vor Mardochai war über sie gekommen ."
"17009003","ENG","And all the chiefs and the captains and the rulers and those who did the king's business supported the Jews because the fear of Mordecai had come on them ."
"17009011","DEU","Als an jenem Tage die Zahl der in der Burg Susa Getöteten dem König gemeldet wurde ,"
"17009011","ENG","On that day the number of those who had been put to death in the town of Shushan was given to the king ."
"17009012","DEU","sprach er zu der Königin Esther : In der Burg Susa haben die Juden fünfhundert Mann getötet und niedergemacht , dazu die zehn Söhne Hamans ; was mögen sie in den übrigen königlichen Provinzen angerichtet haben ? Doch was ist deine Bitte ? Sie sei gewährt ! Was ist noch weiter dein Begehr ? Es soll erfüllt werden !"
"17009012","ENG","The king said to Esther the queen : » The Jews have put five hundred men to death in Shushan , as well as the ten sons of Haman . What then have they done in the rest of the kingdom ! Now what is your petition ? For it will be given to you . What other request have you ? And it will be done . «"
"17009013","DEU","Esther sprach : Gefällt es dem König , so möge den Juden zu Susa auch morgen gestattet sein , nach der Verordnung , die heute galt , zu handeln , und die zehn Söhne Hamans möge man an den Pfahl hängen ."
"17009013","ENG","Then Esther said : » If it is the king's pleasure , let authority be given to the Jews in Shushan to do tomorrow as has been done today , and let orders be given for the hanging of Haman's ten sons . «"
"17009023","DEU","Und die Juden nahmen das , was sie jetzt zum erstenmal getan hatten und was Mardochai ihnen in seinen Briefen an sie vorgeschlagen hatte , als Brauch an ."
"17009023","ENG","The Jews gave their word to go on as they had been doing and as Mordecai had given them orders in writing ."
"17009025","DEU","Esther aber vor den König getreten war und dieser befohlen und auch durch schriftlichen Erlass kundgetan hatte , es solle Hamans ruchloser Anschlag , den er wider die Juden erdacht , auf sein eignes Haupt zurückfallen und er und seine Söhne an den Pfahl gehängt werden ,"
"17009025","ENG","But when the business was put before the king , he gave orders by letters that the evil design that he had made against the Jews was to be turned against him . That he and his sons were to be put to death by hanging ."
"17009026","DEU","deshalb nannte man jene Tage Purim nach dem Worte Pur . Deswegen also , wegen alles dessen , was in jenem Schreiben stand und was sie selbst erlebt und erfahren hatten ,"
"17009026","ENG","So these days were named Purim , after the name of Pur . And so , because of the words of this letter , and of what they had seen in connection with this business , and what had come to them ,"
"17009031","DEU","sie sollten sich die Feier dieser Purimtage je zu der für sie angesetzten Zeit zur Pflicht machen , wie der Jude Mardochai und die Königin Esther es sich zur Pflicht gemacht und wie auch sie selber sich und ihre Nachkommen bezüglich der Wehklage und der Fastentage verpflichtet hätten ."
"17009031","ENG","Giving the force of law to these days of Purim at their fixed times , as they had been ordered by Mordecai the Jew and Esther the queen . This was in keeping with the rules they had made for themselves and their descendents , in connection with their time of going without food and their cry for help ."
"18001012","DEU","Da sprach der Herr zum Satan : Wohlan , alles , was er hat , ist in deiner Hand ! Nur nach ihm selbst recke deine Hand nicht aus ! Da ging der Satan hinweg vom Angesicht des Herrn ."
"18001012","ENG","» All right , « Jehovah said to Satan , » everything he has is in your power , but you must not hurt Job ! « So Satan left ."
"18002002","DEU","Da sprach der Herr zum Satan : Wo kommst du her ? Der Satan antwortete dem Herrn und sprach : Auf der Erde bin ich umhergestreift und hin und her gewandert ."
"18002002","ENG","Jehovah asked Satan : » Where have you come from ? Satan replied to Jehovah : From wandering all over the earth . «"
"18003025","DEU","Denn was ich fürchte , das kommt über mich , wovor ich schaudere , das trifft mich ."
"18003025","ENG","» What I feared has come upon me . What I dreaded has happened to me ."
"18004003","DEU","Siehe , du hast ja sonst viele gemahnt , und schlaffe Hände hast du gestärkt ."
"18004003","ENG","» Look , you have instructed many people . When hands were weak , you made them strong ."
"18005003","DEU","Ich selbst sah Wurzel schlagen den Toren - da plötzlich ward morsch seine Wohnstatt ;"
"18005003","ENG","» I have seen a stubborn fool take root and I quickly cursed his house ."
"18006024","DEU","Belehret mich , und ich will schweigen ; worin ich gefehlt habe , saget mir an ."
"18006024","ENG","» Teach me , and I will be quiet . Show me where I have been wrong ."
"18010018","DEU","Warum liessest du mich kommen aus dem Mutterschoss mich nicht verscheiden , dass kein Auge mich sah ?"
"18010018","ENG","» ‘ Why then did you bring me out of the womb ? I wish I had died before anyone saw me ."
"18010019","DEU","Wie wenn ich nicht gewesen , wäre ich dann , vom Mutterschoss weg zu Grabe getragen ."
"18010019","ENG","» ‘ If only I had never come into being , or had been carried straight from the womb to the grave ! ’ «"
"18012004","DEU","Zum Gespött wird seinem Nächsten der , der Gott anrief und den er erhörte ; zum Gespött wird der Gerechte , der Fromme ."
"18012004","ENG","» I have become a laughingstock to my friends ! I called upon God and he answered . Yet I am a mere laughingstock , though righteous and blameless !"
"18013001","DEU","Siehe , dies alles hat mein Auge gesehen , mein Ohr gehört und darauf gemerkt ."
"18013001","ENG","» My eyes have seen all this and my ears have heard and understood it ."
"18014005","DEU","Wenn doch seine Tage bestimmt sind und die Zahl seiner Monde bei dir beschlossen , und du sein Ziel gesetzt , das er nicht überschreite ,"
"18014005","ENG","» Man’s days are determined . You have decreed the number of his months and have set limits he cannot exceed ."
"18014006","DEU","so blicke weg von ihm und lass ihn ruhen , dass er doch seines Tages froh werde wie ein Tagelöhner ."
"18014006","ENG","» So look away from him and let him alone , till he has put in his time like a hired man ."
"18015017","DEU","Ich will dich berichten , höre mir zu , und was ich gesehen , das will ich erzählen ,"
"18015017","ENG","» Listen to me and I will explain to you what I have seen ."
"18016002","DEU","Solches habe ich oft gehört . Leidige Tröster seid ihr alle !"
"18016002","ENG","» I have heard many such things . You are all miserable comforters !"
"18016008","DEU","zum Zeugen ward es und stand wider mich , mein Siechtum verklagt mich ins Gesicht ."
"18016008","ENG","» You have shriveled me up . It has become a witness . And my leanness rises up against me . It testifies to my face ."
"18016010","DEU","Sie reissen wider mich das Maul auf , mit Schmähung schlagen sie mich auf die Backen ; insgesamt scharen sie sich wider mich ."
"18016010","ENG","» They have gaped at me with their mouth . They have slapped me on the cheek with contempt . They have massed themselves against me ."
"18016012","DEU","Ich lebte ruhig , da zerbrach er mich , packte mich beim Nacken und zerschmetterte mich ; er stellte mich zum Ziele für sich auf :"
"18016012","ENG","» I was at ease , but he shattered me . He has grabbed me by the neck and has shaken me to pieces . He has also set me up as his target ."
"18016015","DEU","Den Sack habe ich um meinen Leib genäht und in den Staub gesenkt mein Horn ."
"18016015","ENG","» I have sewed sackcloth over my skin and thrust my horn strength in the dust ."
"18017006","DEU","Du machtest mich den Leuten zum Sprichwort , und einer , dem man ins Gesicht speit , muss ich sein ."
"18017006","ENG","» Now he has made me a laughingstock for many people . Now they spit in my face ."
"18017012","DEU","Die Nacht geben sie für hellen Tag aus : Licht werde kommen von der Finsternis her !"
"18017012","ENG","» You say that night is day . Light has nearly become darkness ."
"18019014","DEU","Meine Verwandten kennen mich nicht mehr , vergessen haben mich die Gäste meines Hauses ."
"18019014","ENG","» My relatives and my closest friends have stopped coming . My houseguests have forgotten me ."
"18020007","DEU","gleich seinem Miste schwindet er für immer ; die ihn gesehen , sprechen : "" Wo ist er ? """
"18020007","ENG","he will perish forever like his own dung . Those who have seen him will say : Where is he ?"
"18021003","DEU","Ertraget es , dass auch ich rede , und dann , wenn ich geredet , werdet ihr nicht spotten ."
"18021003","ENG","» Bear with me , and I will speak . Then after I have spoken , mock on ."
"18021031","DEU","Wer hält ihm seinen Weg ins Gesicht vor und wer vergilt ihm , was er tat ?"
"18021031","ENG","» Who declares their way to their face , and who repays them for what they have done ?"
"18022007","DEU","dem Erschöpften nicht Wasser zu trinken gegeben und dem Hungrigen das Brot versagt ."
"18022007","ENG","» You have given no water to the weary to drink . You have withheld bread from the hungry ."
"18023010","DEU","Er weiss ja , welchen Weg ich wandle ; prüft er mich , wie Gold gehe ich hervor ."
"18023010","ENG","» But He knows the way I walk . He has tried me . I shall come forth as gold ."
"18026004","DEU","Mit wessen Hilfe hast du gesprochen , und wessen Geist ging aus von dir ?"
"18026004","ENG","» With whose assistance have you uttered words ? Whose spirit has come forth from you ?"
"18027002","DEU","So wahr Gott lebt , der mir mein Recht genommen , und der Allmächtige , der meine Seele betrübt hat :"
"18027002","ENG","» As God lives , who has denied me justice , the Almighty ? Who has made me taste bitterness ?"
"18028004","DEU","Einen Schacht gräbt man fern von den Wohnstätten . Fern vom Fusse droben , vergessen , fern von den Menschen hangen , schweben sie ."
"18028004","ENG","» They open up a mineshaft far from civilization , where no one has set foot . In this shaft men dangle and swing back and forth ."
"18030009","DEU","Und nun bin ich ihr Spottlied , bin ihnen zum Gerede geworden ."
"18030009","ENG","» Now they make fun of me with songs . I have become a joke to them ."
"18030019","DEU","Er hat mich in den Kot geworfen ; wie Staub und Asche bin ich geworden ."
"18030019","ENG","» God has cast me into the mire . I have become like dust and ashes ."
"18031007","DEU","Wenn mein Schritt vom Wege abbog und mein Herz den Augen nachging , wenn ein Makel klebt an meinen Händen ,"
"18031007","ENG","» If my steps have turned from the path , if my heart has been led by my eyes , or if my hands have been defiled ,"
"18031016","DEU","Wenn ich den Armen ihr Begehr versagte und die Augen der Witwe verschmachten liess ,"
"18031016","ENG","» If I have withheld anything that the poor desired , or have caused the eyes of the widow to fail ,"
"18031017","DEU","wenn ich meinen Bissen allein ass und die Waise ass nicht mit -"
"18031017","ENG","» If I have eaten my morsel alone , and the orphan has not eaten from it ,"
"18031019","DEU","sah ich , dass vor Blösse einer umkam und dass ein Armer keine Decke hatte ,"
"18031019","ENG","» If I have seen anyone perish for lack of clothing , or a poor person without covering ,"
"18031021","DEU","wenn gegen Unschuldige ich die Hand erhob , weil ich im Tore Hilfe für mich sah ,"
"18031021","ENG","if I have raised my hand against the orphan , because I saw I had supporters at the gate ;"
"18031026","DEU","wenn ich das Licht sah , wie es leuchtet , und den Mond , wie er herrlich einhergeht ,"
"18031026","ENG","if I have looked at the sun when it shone , or the moon moving in splendor ,"
"18031038","DEU","Wenn mein Acker wider mich schrie und allzumal seine Furchen weinten ,"
"18031038","ENG","» If my land has cried out against me , and its furrows have wept together ."
"18032013","DEU","Saget nicht : "" Wir haben Weisheit getroffen ; Gott mag ihn besiegen , ein Mensch kann's nicht . """
"18032013","ENG","» Yet do not say : ‘ We have found wisdom ; God may vanquish him , not a human . ’"
"18033008","DEU","Nur hast du vor meinen Ohren gesagt - und ich habe den Laut deiner Worte gehört - :"
"18033008","ENG","» You have said in my hearing , I heard the very words :"
"18034009","DEU","Denn er sagt : "" Dem Menschen nützt es nichts , wenn er Gott gefällig lebt . """
"18034009","ENG","» He has said : ‘ It profits one nothing to take delight in God . ’"
"18034013","DEU","Wer hat ihm die Erde anbefohlen und wer ihn gesetzt über den ganzen Erdkreis ?"
"18034013","ENG","» Who gave God authority over the earth ? Who has laid on him the entire world ?"
"18036009","DEU","so hält er ihnen vor ihr Tun und ihre Vergehen , dass sie sich überhoben ."
"18036009","ENG","he tells them what they have done , that they have sinned arrogantly ."
"18036025","DEU","Alle Menschen sehen's mit Lust , der Sterbliche , der es von ferne schaut ."
"18036025","ENG","» All mankind has seen it . Men gaze on it from afar ."
"18038021","DEU","Du weisst es ja ; bist du doch damals geboren , und deiner Tage Zahl ist gross !"
"18038021","ENG","» Surely you know , for you were already born ! You have lived so many years !"
"18038028","DEU","Hat der Regen auch einen Vater , oder wer hat die Tropfen des Taus gezeugt ?"
"18038028","ENG","» Does the rain have a father ? Who has begotten the drops of dew ?"
"18039005","DEU","Wer hat den Wildesel frei gehen lassen , und die Bande des Renners , wer hat sie gelöst ?"
"18039005","ENG","» Who has let the wild donkey go free ? Who has loosed the bonds of the swift donkey ?"
"18042005","DEU","Vom Hörensagen hatte ich von dir gehört ; nun aber hat dich mein Auge gesehen ."
"18042005","ENG","» My ears had heard of you but now my eyes have seen you ."
"18042011","DEU","Da kamen zu ihm alle seine Brüder und Schwestern und alle seine alten Bekannten , und sie assen mit ihm in seinem Hause und bezeigten ihm ihr Beileid und trösteten ihn wegen all des Unglücks , das der Herr über ihn hatte kommen lassen ; und sie gaben ihm ein jeder einen Taler und einen goldenen Ring ."
"18042011","ENG","All his brothers and sisters and everyone who had known him before came and ate with him in his house . They comforted and consoled him over all the trouble Jehovah allowed to come upon him . Each one gave him a piece of silver and a gold ring ."
"19002007","DEU","Kundtun will ich den Beschluss des Herrn : er sprach zu mir : "" Mein Sohn bist du ; ich habe dich heute gezeugt ."
"19002007","ENG","I will proclaim the decree of Jehovah : He said to me : » You are my Son . Today I have become your Father . I have begotten you ."
"19003007","DEU","Ich fürchte mich nicht vor viel Tausenden Volkes , die rings wider mich sich gelagert haben ."
"19003007","ENG","Arise , O Jehovah ! Save me , O my God ! You have slapped all my enemies in the face . You have broken the teeth of wicked people ."
"19004001","DEU","EIN Psalm Davids ."
"19004001","ENG","Answer me when I call , O God of my righteousness ! You have relieved me in my trouble . Have mercy on me and hear my prayer ."
"19007012","DEU","Gott ist ein gerechter Richter und ein Gott , der täglich straft ."
"19007012","ENG","If one does not repent God will sharpen his sword . He has bent and strung his bow ."
"19007015","DEU","Siehe , Frevel trägt er in sich , geht mit Unheil schwanger , und Trug wird er gebären ."
"19007015","ENG","They dig out a pit and fall into the hole that they have made ."
"19008003","DEU","mit dem Munde des Unmündigen und Säuglings . Eine Feste hast du dir gegründet um deiner Widersacher willen , dass du zum Schweigen bringest den Feind und den Rachgierigen ."
"19008003","ENG","When I look at your heavens , the creation of your fingers , the moon and the stars that you have set in place ,"
"19008006","DEU","Du machtest ihn wenig geringer als Engel , mit Ehre und Hoheit kröntest du ihn ."
"19008006","ENG","You made him rule what your hands created . You have put everything under his control :"
"19009004","DEU","dass meine Feinde zurückgewichen , dass sie gefallen und vergangen sind vor deinem Angesichte ;"
"19009004","ENG","You have maintained my just cause . You have sat on the throne judging righteously ."
"19009006","DEU","Du hast die Heiden bescholten , die Gottlosen vernichtet ; du hast ihren Namen vertilgt auf immer und ewig ."
"19009006","ENG","The enemy is finished-in ruins forever . You have uprooted their cities . Even the memory of them has faded ."
"19009011","DEU","Darum vertrauen auf dich , die deinen Namen kennen ; denn du verlässest nicht , die dich suchen , o Herr !"
"19009011","ENG","Sing praise to Jehovah ! He dwells in Zion ! Tell every nation what he has done !"
"19009015","DEU","auf dass ich all dein Lob erzähle , in den Toren der Tochter Zion frohlocke ob deiner Hilfe ."
"19009015","ENG","The nations have dug a pit and fallen in . They have been caught in their own trap ."
"19009016","DEU","Die Heiden sind versunken in die Grube , die sie bereitet ; in dem Netze , das sie gestellt , hat sich ihr Fuss gefangen ."
"19009016","ENG","Jehovah has revealed himself by his righteous judgments . The wicked are trapped by their deeds ."
"19010014","DEU","Du siehst es wohl , du schaust auf das Elend und den Jammer , dass du's in deine Hand nehmest ; dir befiehlt es der Arme , ein Helfer bist du der Waise ."
"19010014","ENG","You have seen trouble and grief and placed them under your control . The victim entrusts himself to you . You alone have been the helper of orphans ."
"19010016","DEU","Der Herr ist König immer und ewig ; die Heiden sind aus seinem Lande verschwunden ."
"19010016","ENG","Jehovah is king forever and ever . The nations have vanished from his land ."
"19010017","DEU","Das Sehnen der Dulder hast du erhört , o Herr ; du achtest darauf , du neigest dein Ohr ,"
"19010017","ENG","You have heard the desire of humble people , O Jehovah . You encourage them . You incline your ear pay close attention to them ."
"19012001","DEU","EIN Psalm Davids ."
"19012001","ENG","Save me O Jehovah for no godly person is left . Faithful people have vanished from among the sons of men ."
"19013006","DEU","ich aber vertraue deiner Gnade . Es frohlocke mein Herz ob deiner Hilfe ! Singen will ich dem Herrn , dass er mir Gutes getan ."
"19013006","ENG","I will sing to Jehovah for he has been good to me ."
"19014003","DEU","Alle sind sie entartet und miteinander verdorben ; keiner ist , der Gutes tut , auch nicht einer ."
"19014003","ENG","Everyone has turned away . Together they have become rotten to the core . No one , not even one person , does good things ."
"19017003","DEU","Prüfst du mein Herz , siehest nach bei Nacht , erprobst du mich , du triffst kein Arges : mein Mund vergeht sich nicht ."
"19017003","ENG","You have probed my heart . You have confronted me at night . You have tested me like silver , but you found nothing wrong . I have decided that my mouth will not sin ."
