"verse_id","language","text"
"23040002","DEU","Redet Jerusalem zu Herzen und rufet ihr zu , dass ihr Frondienst vollendet , dass ihre Schuld bezahlt ist ; denn sie hat von der Hand des Herrn Zwiefältiges empfangen um all ihrer Sünden willen ."
"23040002","ENG","» Speak tenderly to Jerusalem , and proclaim to her that her hard service has been completed . Her sin has been paid for and she has received double for all her sins from Jehovah’s hand . «"
"23040005","DEU","dass die Herrlichkeit des Herrn sich offenbare und alles Fleisch es sehe zumal ; denn der Mund des Herrn hat es geredet ."
"23040005","ENG","» The glory of Jehovah will be revealed and together all mankind will see it . For the mouth of Jehovah has spoken ! «"
"23040013","DEU","Wer hat den Geist des Herrn gelenkt , und wer ist sein Ratgeber , der ihn unterwiese ?"
"23040013","ENG","Who has understood the mind of Jehovah , or has instructed him , as his counselor ?"
"23040021","DEU","Wisst ihr es nicht , hört ihr es nicht ? Ist es euch nicht von Anfang her verkündet ? Habt ihr es nicht begriffen von der Gründung der Erde her ?"
"23040021","ENG","Have you not known ? Have you not heard ? Has it not been told to you from the beginning ? Have you not understood since the earth was founded ?"
"23041002","DEU","Wer hat ihn vom Aufgang her erweckt , dem Sieg begegnet auf Schritt und Tritt ? der Völker vor sich niederwirft und Könige stürzt ? Wie Staub macht sie sein Schwert , wie zerstiebende Stoppeln sein Bogen ;"
"23041002","ENG","» Who has stirred up one from the east , calling him in righteousness to his service ? He hands nations over to him and subdues kings before him . He turns them to dust with his sword , to windblown chaff with his bow ."
"23041005","DEU","Es schauten's die Inseln und schauderten ; die Enden der Erde erschraken , sie nahten herzu und kamen zumal ."
"23041005","ENG","The islands have seen it and fear . The ends of the earth tremble . They approach and come forward ."
"23041008","DEU","Du aber , Israel , mein Knecht , Jakob , mein Auserwählter , du Spross Abrahams , meines Freundes ,"
"23041008","ENG","» However you , O Israel , my servant , Jacob , whom I have chosen , you descendants of Abraham , my friend ,"
"23041009","DEU","du , den ich geholt von den Enden der Erde , von ihren Säumen berufen habe , zu dem ich sprach : Mein Knecht bist du , ich habe dich erwählt , dich nicht verschmäht -"
"23041009","ENG","» ‘ I took you from the ends of the earth . I called you from its farthest corners . I said : ‘ You are my servant . I have chosen you and have not rejected you ."
"23041025","DEU","Von Norden her habe ich einen erweckt , und er kam - vom Aufgang der Sonne ihn , der meinen Namen anruft ; und er zertrat Fürsten wie Lehm , dem Töpfer gleich , der den Ton zerstampft ."
"23041025","ENG","» I have stirred up one from the north , and he comes ! One from the rising sun calls on my name . He treads on rulers as if they were mortar , as if he were a potter treading the clay ."
"23042001","DEU","SIEHE da mein Knecht , an dem ich festhalte , mein Erwählter , an dem meine Seele Wohlgefallen hat . Ich habe meinen Geist auf ihn gelegt , dass er die Wahrheit unter die Völker hinaustrage ."
"23042001","ENG","Here is my servant , whom I have strengthened . Here is the one I have chosen , with whom I am pleased . I have filled him with my Spirit , and he will bring justice to every nation ."
"23042009","DEU","Das Frühere , siehe , es ist eingetroffen , und Neues tue ich kund ; noch ehe es sprosst , lasse ich es euch hören ."
"23042009","ENG","» The things I predicted have now come true . Now I will tell you of new things even before they begin to happen . «"
"23042014","DEU","Ich habe lange geschwiegen , bin stille gewesen , habe an mich gehalten - jetzt will ich schreien wie die Gebärende , will schnauben und schnappen zumal ."
"23042014","ENG","» I kept silent for a long time . I did not answer my people . The time to act has come . I cry out like a woman in labor ."
"23042020","DEU","Viel hast du gesehen , doch nicht beachtet , hast mit geöffneten Ohren nicht gehört ."
"23042020","ENG","Israel , you have seen so much , but what has it meant to you ? You have ears to hear with , but what have you really heard ?"
"23043010","DEU","Ihr seid meine Zeugen , spricht der Herr , und mein Knecht , den ich erwählt habe , damit sie zur Einsicht kommen und an mich glauben und erkennen , dass ich es bin . Vor mir ist kein Gott gewesen , und nach mir wird keiner sein ."
"23043010","ENG","» YOU ARE MY WITNESSES , « DECLARES JEHOVAH ! » I have chosen you as my servant so that you can know and believe in me and understand that I am the one who did this . No god was formed before me , and there will be none after me ."
"23043012","DEU","Ich habe Heil verkündet und es geschaffen , habe es hören lassen ; kein fremder ( Gott ) war unter euch . Und ihr seid meine Zeugen , spricht der Herr , und ich bin Gott ."
"23043012","ENG","» I have revealed it to you . I have saved you , and I have announced it to you . There was no foreign god among you . You are my witnesses that I am God , declares Jehovah ."
"23043021","DEU","das Volk , das ich mir gebildet habe . Meinen Ruhm werden sie verkünden ."
"23043021","ENG","» I have formed these people for myself . They will praise me ."
"23043022","DEU","Doch nicht mich hast du angerufen , Jakob , nicht um mich dich gemüht , Israel ,"
"23043022","ENG","» Jacob , you have not prayed to me . Israel , you have grown tired of me ."
"23044001","DEU","NUN aber höre , Jakob , mein Knecht , du , Israel , den ich erwählt habe !"
"23044001","ENG","» Listen , O Jacob , my servant , Listen Israel , whom I have chosen ."
"23044002","DEU","So spricht der Herr , der dich geschaffen , der dich gebildet von Mutterschoss an , dein Helfer : Fürchte dich nicht , mein Knecht Jakob , du Jeschurun , den ich erwählt ;"
"23044002","ENG","» ‘ This is what Jehovah says , the one who made you , who formed you in the womb , and who will help you : ‘ Do not be afraid , O Jacob , my servant , Jeshurun , whom I have chosen ."
"23045001","DEU","SO spricht der Herr zu Cyrus , seinem Gesalbten : Du , den ich bei der Rechten ergriffen , dass ich Völker vor dir niederwerfe und die Lenden von Königen entgürte , dass ich Türen vor dir auftue und dass Tore nicht geschlossen bleiben -"
"23045001","ENG","This is WHAT JEHOVAH SAYS ABOUT CYRUS , his anointed one : » I have held him by his right hand so he could conquer the nations ahead of him ; that he could strip kings of their power , and open doors ahead of him so that the gates would not be shut ."
"23045004","DEU","Um meines Knechtes Jakob , um Israels , meines Erwählten , willen habe ich dich bei deinem Namen gerufen , dir einen Ehrennamen gegeben , ohne dass du mich kanntest ."
"23045004","ENG","» For the sake of my servant Jacob , and Israel my chosen one , I have called you by name . I have given you a title of honor , although you do not know me ."
"23045013","DEU","Ich habe ihn erweckt in Treuen und ebne alle seine Wege . Er wird meine Stadt aufbauen und meine Gefangenen freilassen ohne Kaufpreis und ohne Geschenk , spricht der Herr der Heerscharen ."
"23045013","ENG","» I have stirred Cyrus to action to fulfill my purpose and put things right . I will straighten out every road that he travels . He will rebuild my city , Jerusalem , and set my captive people free . No one has hired him or bribed him to do this . « Jehovah of Hosts has spoken ."
"23046003","DEU","Höret auf mich , du Haus Jakob , und alle , die ihr vom Hause Israel übrig seid , die ihr von Mutterschoss an ( von mir ) getragen und von Geburt an gehegt worden seid :"
"23046003","ENG","» Listen to me , O house of Jacob , all you who remain of the house of Israel . I have upheld you since you were conceived . I have carried you since your birth ."
"23046011","DEU","der ich vom Aufgang den Stossvogel rief , aus fernem Lande den Mann meines Plans . Ich habe es geredet , ich lasse es kommen ; ich habe es entworfen , ich führe es aus ."
"23046011","ENG","I summon a bird of prey from the east . I summon a man to fulfill my purpose from a far off land . What I have said I will bring about . What I have determined purposed I will do ."
"23048010","DEU","Siehe , ich habe dich geläutert , doch nicht als Silber , habe dich geprüft im Ofen des Elends ."
"23048010","ENG","» I have been testing you for myself like silver . I have put you through the fire of trouble ."
"23048014","DEU","Versammelt euch alle und höret - wer unter ihnen hat solches verkündet ? - : Er , den der Herr liebhat , wird seinen Willen vollstrecken an Babel und seine Macht an den Chaldäern ."
"23048014","ENG","» Gather together , all of you , and listen . What idol has revealed such things ? Jehovah loves Cyrus . He will carry out Jehovah’s plan against Babylon . He will use his strength against the Babylonians ."
"23048015","DEU","Ich , ich habe geredet , habe ihn auch berufen , habe ihn kommen heissen und ihm Erfolg gegeben ."
"23048015","ENG","» I alone have spoken . I have called him . I will bring him here and he will succeed ."
"23048016","DEU","Tretet heran zu mir und höret dies ! Von Anfang an habe ich nicht im Verborgenen geredet ; seitdem es geschieht , bin ich dabei . Und nun hat Gott der Herr mich gesandt mit seinem Geiste ."
"23048016","ENG","» Come here . Listen to this ! From the beginning I have spoken nothing in private . From the time it took place , I was there . Now the Lord Jehovah has sent me , and his Spirit ."
"23048018","DEU","Ach , hättest du doch auf meine Gebote geachtet ! Dem Strome gleich wäre deine Wohlfahrt geworden und dein Heil wie die Wogen des Meeres ."
"23048018","ENG","» If only you had listened to my commandments ! Your peace would be like a river that never runs dry . Your righteousness would be like waves on the sea ."
"23049005","DEU","Nun aber spricht der Herr , der mich von Mutterleib an zu seinem Knechte gebildet , um Jakob zu ihm zurückzubringen und Israel zu ihm zu sammeln - ja , ich bin geehrt in den Augen des Herrn , und mein Gott ward meine Stärke - ,"
"23049005","ENG","Jehovah formed me in the womb to be his servant . I am to bring Jacob back to him and gather Israel to him . Jehovah honors me . My God has become my strength ."
"23050007","DEU","Aber Gott der Herr steht mir bei ; darum bin ich nicht zuschanden geworden . Darum machte ich mein Angesicht kieselhart und wusste , dass ich nicht beschämt würde ."
"23050007","ENG","The Lord Jehovah helps me . That is why I will not be ashamed . I have set my face like a flint firm and resolute . I know that I will not be put to shame ."
"23051016","DEU","Und ich legte meine Worte in deinen Mund und barg dich im Schatten meiner Hand , den Himmel auszuspannen und die Erde zu gründen und zu Zion zu sagen : Du bist mein Volk ."
"23051016","ENG","» I have put my words in your mouth and covered you with the shadow of my hand protection of my power , Holy Spirit . I set the heavens in place and laid the foundations of the earth . Yet I say to Zion : ‘ You are my people ! « ’"
"23051019","DEU","Dies beides hat dich betroffen - wer klagt um dich ? Sturm und Sturz , Hunger und Schwert - wer sollte dich trösten ?"
"23051019","ENG","These double calamities have come upon you . Who can comfort you ? You experience ruin and destruction , famine and sword . Who can console you ?"
"23052009","DEU","Brecht aus in Jubel , jauchzet zumal , ihr Trümmer Jerusalems ! Denn der Herr tröstet sein Volk , erlöst Jerusalem ."
"23052009","ENG","Burst into songs of joy together , you ruins of Jerusalem ! Jehovah has comforted his people . He has redeemed Jerusalem ."
"23053001","DEU","Wer hat dem geglaubt , was uns verkündet ward , und der Arm des Herrn , wem ward er offenbar ?"
"23053001","ENG","THIS IS THE PEOPHESY ABOUT THE MESSIAH . Who has believed our message and to whom has the arm power of Jehovah been revealed ?"
"23053005","DEU","Und er war doch durchbohrt um unsrer Sünden , zerschlagen um unsrer Verschuldungen willen ; die Strafe lag auf ihm zu unsrem Heil , und durch seine Wunden sind wir genesen ."
"23053005","ENG","But he was pierced for our transgressions ! He was crushed for our iniquities ! The punishment that brought us peace was upon him . There has been healing for us because of his wounds ."
"23053006","DEU","Wir alle irrten umher wie Schafe , wir gingen jeder seinen eignen Weg ; ihn aber liess der Herr treffen unser aller Schuld ."
"23053006","ENG","We are all like sheep . We have gone astray ! Each of us has turned to his own way . Jehovah has caused the iniquity sin of all of us to be laid on him ."
"23054009","DEU","Gleich den Tagen Noahs ist mir diese Zeit : wie ich geschworen , dass die Wasser Noahs nicht mehr über die Erde kommen sollen , so habe ich geschworen , dir nicht zu zürnen und dich nicht zu schelten ."
"23054009","ENG","» To me this is like the days of Noah , when I swore that the waters of Noah would never again cover the earth . So now I have sworn not to be angry with you , never to rebuke you again ."
"23056006","DEU","Und die Fremdlinge , die an den Herrn sich anschliessen , ihm zu dienen und den Namen des Herrn zu lieben , dass sie seine Knechte seien , alle , die sich hüten , den Sabbat zu entweihen , und die an meinem Bund festhalten ,"
"23056006","ENG","» Foreigners have become allied with Jehovah , to serve Jehovah , to love the name of Jehovah , and to worship him . They keep the Sabbath without desecrating it and hold fast to my covenant ."
"23057016","DEU","Denn ich will nicht ewig hadern und nicht ohne Ende zürnen ; sonst würde ihr Geist vor mir verschmachten , die Seelen , die ich doch geschaffen ."
"23057016","ENG","For I will not contend rebuke forever ! Nor will I always be angry ! The spirit would fail before me , and those whom I have made ."
"23057018","DEU","Seine Wege habe ich gesehen , und ich will ihn heilen , will ihn leiten und ihm durch Tröstung Ersatz geben , ihm und seinen Trauernden ."
"23057018","ENG","I have seen his ways , and will heal him . I will also lead him , and restore comforts to him and to his mourners ."
"23058014","DEU","dann wirst du an dem Herrn deine Lust haben , und ich will dich einherfahren lassen über die Höhen der Erde und dich mit dem Erbe deines Vaters Jakob speisen ; denn der Mund des Herrn hat es verheissen ."
"23058014","ENG","» you will take delight in Jehovah ! I will make you ride on the heights of the earth . I will feed you the heritage of Jacob your father . The mouth of Jehovah has spoken ! «"
"23060001","DEU","MACHE dich auf , werde licht ! denn dein Licht kommt , und die Herrlichkeit des Herrn strahlt auf über dir ."
"23060001","ENG","» Arise O woman and shine ! Your light has come , and the glory of Jehovah beams on you ."
"23060015","DEU","Statt dass du verlassen bist und verhasst , von niemandem besucht , will ich dich herrlich machen auf ewige Zeiten , zur Wonne für alle Geschlechter ."
"23060015","ENG","» You have been abandoned and hated . No one has passed through you . But now I will make you a foundation of everlasting pride , a joy for all generations ."
"23061001","DEU","DER Geist Gottes des Herrn ruht auf mir , dieweil mich der Herr gesalbt hat ; er hat mich gesandt , den Elenden frohe Botschaft zu bringen , zu heilen , die gebrochenen Herzens sind , den Gefangenen Befreiung zu verkünden und den Gebundenen Lösung der Bande ,"
"23061001","ENG","The Spirit of the Sovereign Lord Jehovah is upon me , because Jehovah has anointed me to announce good news to the lowly and meek . He has sent me to bind up the brokenhearted , to proclaim liberty to captives and freedom to prisoners ."
"23062008","DEU","Der Herr hat geschworen bei seiner Rechten und bei seinem starken Arm : Fürwahr , ich will dein Korn nicht mehr deinen Feinden zur Speise geben , noch sollen Fremde deinen Wein trinken , den du erarbeitet hast ;"
"23062008","ENG","Jehovah has sworn with his right hand and with his mighty arm of power : » I will never again let your enemies eat your grain , nor will foreigners drink the new wine that you produced ."
"23062011","DEU","Siehe , der Herr lässt sich vernehmen bis ans Ende der Erde : Saget der Tochter Zion : "" Siehe , dein Heil kommt ; siehe , die er gewonnen , kommen mit ihm ; die er sich erworben , gehen vor ihm her . """
"23062011","ENG","Jehovah has announced to the ends of the earth : » Tell my people , Zion , your salvation is coming . His reward for us and recompense are with him . ’ «"
"23063004","DEU","Denn der Tag der Rache war bei mir beschlossen , und das Jahr meiner Vergeltung war gekommen ."
"23063004","ENG","» The day of vengeance was in my heart . The year for my reclaiming you has come ."
"23063019","DEU","Warum sind wir geworden wie solche , die du nie beherrscht hast , die nicht nach deinem Namen benannt sind ? O dass du den Himmel zerrissest und führest herab , dass vor dir die Berge erbebten ,"
"23063019","ENG","We have become like those whom you never ruled , like those who are not called by your name ."
"23064004","DEU","O dass du dich annähmest derer , die Recht üben und deiner Wege gedenken ! Siehe , du zürntest - und wir sündigten - über unsern Treubruch , und wir fielen ab ."
"23064004","ENG","No one has ever heard and no one has paid attention . No one has perceived any god except you . You help those who wait for you ."
"23064006","DEU","Und es war niemand , der deinen Namen anrief , der sich aufraffte , an dir sich zu halten ; denn du verbargst dein Antlitz vor uns und liessest uns vergehen durch unsre Schuld ."
"23064006","ENG","All of us have become unclean , and all our righteous acts are like permanently stained rags . All of us wither like leaves , and our sins carry us away like the wind ."
"23064010","DEU","Unser heiliges , herrliches Haus , wo unsre Väter dich lobten , ist ein Raub des Feuers geworden , und alles , was uns köstlich war , ist verwüstet ."
"23064010","ENG","Your holy cities have become a wilderness . Zion has become a desert . Jerusalem is a wasteland ."
"23064011","DEU","Willst du , o Herr , bei all dem zurückhalten , schweigen und uns beugen über die Massen ?"
"23064011","ENG","Our holy and beautiful Temple where our ancestors praised you has been burned to the ground . All that we valued has been ruined ."
"23066002","DEU","Hat doch meine Hand dies alles gemacht , und so ist dies alles geworden , spricht der Herr . Einen solchen sehe ich an , der demütig ist und zerschlagenen Geistes und erzittert vor meinem Worte ."
"23066002","ENG","» I have made all these things . That is why all these things have come into being , « declares Jehovah . » I will pay attention to those who are humble and sorry for their sins and who tremble at my word ."
"23066008","DEU","Wer hat solches gehört ? wer hat dergleichen gesehen ? Kommt wohl das Volk eines Landes an einem Tage zur Welt ? oder wird eine Nation geboren auf einen Schlag ? Denn kaum in Wehen , hat Zion auch schon ihre Kinder geboren ."
"23066008","ENG","» Who has heard of such a thing ? Who has seen such things ? Can a country be born in one day ? Can a nation be born in a moment ? When Zion went into labor , she also gave birth to her sons ."
"24001009","DEU","Und der Herr streckte seine Hand aus und berührte meinen Mund . Und er sprach zu mir : Damit lege ich meine Worte in deinen Mund ."
"24001009","ENG","Then Jehovah stretched out his hand and touched my mouth . Jehovah said to me : » I have put my words in your mouth ."
"24001018","DEU","Ich selbst , ich mache dich heute zur festen Burg , zur eisernen Säule und zu ehernen Mauer wider das ganze Land , wider die Könige Judas und seine Fürsten , wider seine Priester und wider das Volk des Landes ."
"24001018","ENG","» Today I have made you like a fortified city , an iron pillar , and a copper wall . You will be able to stand up to the whole land . You will be able to stand up to Judah's kings , its officials , its priests , and all the common people ."
"24002014","DEU","Ist Israel Sklave , im Hause geborener Knecht ? Warum denn ward er zum Raube , wurden verbrannt seine Städte ?"
"24002014","ENG","» Are the people of Israel slaves ? Were they born into slavery ? Why , then , have they become someone's property ?"
"24002016","DEU","Auch die Söhne von Memphis und Daphne werden dir den Scheitel abweiden ."
"24002016","ENG","» Men from Noph Memphis , capital city of Egypt and Tahpanhes have shaved the crown of your head , Israel ."
"24002021","DEU","Ich habe dich gepflanzt als edle Rebe , ganz echtes Gewächs ; wie bist du mir verwandelt zum faulen , zum entarteten Weinstock !"
"24002021","ENG","» I planted you like a choice grapevine from the very best seed . Now you have turned against me and have become a wild vine ."
"24002023","DEU","Wie darfst du sagen : "" Ich habe mich nicht besudelt , bin den Baalen nicht nachgelaufen ! "" Sieh doch dein Treiben im Tale , erkenne , was du getan hast ! Die flinke junge Kamelin , die hin und her läuft ihre Wege ,"
"24002023","ENG","» How can you say , ‘ I have not been dishonored and have not gone after the Baal gods ? ’ ’ » Look how you have behaved in the valley . Acknowledge what you have done . You are like a young camel that swiftly runs here and there ."
"24002031","DEU","Welch ein Geschlecht seid ihr ! Sehet das Wort des Herrn ! Bin ich eine Wüste geworden für Israel oder ein Land des Dunkels ? Warum spricht denn mein Volk : "" Wir schweifen frei , kommen nicht mehr zu dir ! """
"24002031","ENG","» O you people of this generation consider the word of Jehovah ! Have I been a wilderness , a land of thick darkness , for Israel ? Why do my people say that they are free to wander around and no longer come to me ?"
"24003003","DEU","Da blieben die Regenschauer aus , und der Frühjahrsregen kam nicht . Aber du hattest die Stirn einer Dirne , wolltest dich nicht schämen ."
"24003003","ENG","» Accordingly the rain has been withheld , and there have been no spring showers . Yet , you have the unashamed conspicuous impudent look of a prostitute , and you refuse to be ashamed ."
"24003005","DEU","Wird er wohl ewiglich zürnen , für immer nachtragen ? "" So redetest du und tatest das Böse ; das brachtest du über dich ."
"24003005","ENG","» Will you hold a grudge forever ? Will you always be angry ? You have said and done all the evil things that you could . «"
"24003022","DEU","Kehret wieder , abtrünnige Söhne , ich will euren Abfall heilen . - "" Da sind wir , wir kommen zu dir ; denn du bist der Herr , unser Gott ."
"24003022","ENG","» Return you backsliding children , and I will forgive you for being unfaithful . See , we have come to you because you are Jehovah our God ."
"24004007","DEU","Schon steigt aus seinem Dickicht herauf der Löwe , der Würger der Völker , bricht auf und kommt hervor aus seiner Stätte , dein Land zu verwüsten ; deine Städte werden zerstört , dass niemand drin wohnt ."
"24004007","ENG","» A lion has come out of its lair . A destroyer of nations has set out . He has left his place and is on his way to destroy your land . Your cities will be ruined . No one will live in them ."
"24004026","DEU","Ich schaute auf das Fruchtland - siehe da , die Wüste , und all seine Städte zerstört vor dem Herrn , vor seinem glühenden Zorn !"
"24004026","ENG","I see that the fertile land has become a desert . Its cities are torn down because of Jehovah and his burning anger ."
"24004028","DEU","Darob wird trauern die Erde , in Schwarz sich hüllen der Himmel droben ; denn ich habe gesprochen und bereue nicht , ich habe beschlossen und kehre nicht um ."
"24004028","ENG","» The earth will mourn , and the sky will grow black . I have spoken , and I have determined it . I will not change my plans , and I will not turn back ! «"
"24005014","DEU","Darum spricht der Herr , der Gott der Heerscharen : Weil sie solches reden , wird ihnen also geschehen : Siehe , ich mache meine Worte in deinem Munde zu Feuer und dieses Volk zum Brennholz , und es wird sie verzehren ."
"24005014","ENG","Jehovah , the God of hosts says : » Because you have spoken this word and I am making my words fire in your mouth . This people are wood and will be consumed ."
"24006010","DEU","Wem soll ich noch zureden , wen beschwören , dass sie darauf achten ? Siehe , taub ist ihr Ohr , sie können nicht hören ! Siehe , zum Hohn geworden ist ihnen das Wort des Herrn , sie mögen es nicht leiden !"
"24006010","ENG","» To whom can I speak and give warning that they may hear ? Their ears are closed and they cannot listen . Behold , the word of Jehovah has become a reproach to them . They have no delight in it ."
"24006015","DEU","In Schanden stehen sie da , denn sie haben Greuel verübt ; doch Scham kennen sie nicht ; wissen nichts von Beschämung . Darum werden sie unter den Fallenden fallen ; zur Zeit , da ich sie heimsuche , werden sie stürzen , spricht der Herr ."
"24006015","ENG","» Are they ashamed because of the abomination they have done ? They are not even ashamed ! Not at all ! They do not even know how to blush . Therefore they will fall among those who fall . When I punish them , they will be cast down , « says Jehovah ."
"24006019","DEU","Höre es , Erde : Siehe , Unheil , die Frucht ihres Abfalls , bringe ich über dieses Volk ; denn auf meine Worte merkten sie nicht , und meine Weisung verachteten sie ."
"24006019","ENG","» Hear , O earth : behold , I am bringing disaster on this people as the fruit of their plans . This is because they have not listened to my words , and have rejected my law ."
"24006027","DEU","Zum Prüfer habe ich dich bestellt in meinem Volke , dass du erkennest und prüfest ihren Wandel ."
"24006027","ENG","» I have made you an assayer and a tester among my people . You will know and assay their course of life . «"
"24007011","DEU","Ist denn dieses Haus , das nach meinem Namen genannt ist , in euren Augen eine Räuberhöhle geworden ? Auch ich , fürwahr , ich sehe es , spricht der Herr ."
"24007011","ENG","» Has this house , called by my name , become a den of robbers in your sight ? Behold , I , even I , have seen it , « declares Jehovah ."
"24007015","DEU","Und ich will euch von meinem Angesichte verstossen , wie ich all eure Brüder , das ganze Geschlecht Ephraims , verstossen habe ."
"24007015","ENG","» I will cast you out of my sight , as I have cast out all your brothers , all the offspring of Ephraim ."
"24007025","DEU",""" Von dem Tage an , da eure Väter auszogen aus dem Lande Ägypten , bis auf den heutigen Tag sandte ich zu euch all meine Knechte , die Propheten , Tag für Tag , früh und spät . """
"24007025","ENG","» Since the day your fathers came out of the land of Egypt until this day , I have sent you all my servants the prophets , daily rising early and sending them ."
"24008012","DEU","In Schanden stehen sie da , denn sie haben Greuel verübt ; doch Scham kennen sie nicht , wissen nichts von Beschämung . Darum werden sie unter den Fallenden fallen , zur Zeit ihrer Heimsuchung werden sie stürzen , spricht der Herr ."
"24008012","ENG","» Were they ashamed because of the abomination they had done ? They certainly were not ashamed ! And they did not know how to blush . For that reason they will fall among those who fall . At the time of their punishment they will be brought down , « Says Jehovah ."
"24008013","DEU","Will ich einheimsen ihre Ernte , spricht der Herr , so sind keine Trauben am Weinstock und keine Feigen am Feigenbaum und die Blätter verwelkt ! So will ich ihnen geben nach ihrem Ertrag ."
"24008013","ENG","» ‘ I will surely snatch them away , « declares Jehovah . » There will be no grapes on the vine and no figs on the fig tree . The leaf will wither and what I have given them will pass away . ’ «"
"24009005","DEU","Einer betrügt den andern , und keiner redet ein wahres Wort ; ans Lügen gewöhnt ist ihre Zunge , sie freveln und mögen nicht umkehren ."
"24009005","ENG","» Everyone deceives his neighbor and does not speak the truth . They have taught their tongue to speak lies . They wear themselves out committing sin ."
"24009012","DEU","Wo ist der Mann , so weise , dass er dies verstehe , so unterrichtet durch den Mund des Herrn , dass er es erkläre , warum das Land zugrunde gegangen , warum es verheert ist wie die Wüste , sodass niemand hindurchzieht ?"
"24009012","ENG","» Who is the wise man that may understand this ? Who is he to whom the mouth of Jehovah has spoken ? Let him declare it ? Why is the land ruined , laid waste like a desert , so that no one passes through ? «"
"24009013","DEU","Und der Herr sprach : Darum , weil sie mein Gesetz verlassen haben , das ich ihnen vorgelegt ; weil sie auf meine Stimme nicht hörten und nicht darnach wandelten ,"
"24009013","ENG","Jehovah said : » They have forsaken the Law I set before them . They have not obeyed my voice nor walked according to it ."
"24009016","DEU","Ich will sie unter die Völker zerstreuen , die weder ihnen noch ihren Vätern bekannt waren , will das Schwert hinter ihnen her schicken , bis ich sie aufgerieben habe ."
"24009016","ENG","‘ I will scatter them among the nations , whom neither they nor their fathers have known . I will send the sword violence and warfare after them until I have annihilated them . ’"
"24009019","DEU","Horch ! von Zion her hört man Klage : "" Wie sind wir verwüstet ! wie sind wir mit Schmach bedeckt ! denn wir müssen das Land verlassen , unsre Wohnstätten sind zerstört ! """
"24009019","ENG","A voice of wailing is heard from Zion : » How we are ruined ! We are put to great shame for we have left the land , because they have cast down our dwellings . «"
"24009021","DEU",""" Der Tod ist uns durchs Fenster gestiegen , ist eingedrungen in unsre Paläste . Er schlägt das spielende Kind auf der Gasse und den jungen Mann auf dem Markte ,"
"24009021","ENG","Death has come through our windows and entered our palaces . Death has cut down the children in the streets and the young men in the market places ."
"24009022","DEU","und es liegen die Leichen der Menschen wie Mist auf dem Felde , wie Halmbüschel hinter dem Schnitter , die keiner sammelt . """
"24009022","ENG","» ‘ This is what Jehovah says : » Dead bodies will fall like manure on the field . They will be like grain that has been cut but not gathered . « ’ «"
"24010020","DEU","Mein Gezelt ist verwüstet , und seine Stricke sind alle zerrissen ; meine Kinder , meine Herde , sie sind nicht mehr . Niemand ist , der mein Gezelt aufrichtet und seine Decken ausspannt ."
"24010020","ENG","My tent is destroyed . All the ropes are broken . My children have left me and have disappeared . There is no one to set up my tent again or put up my tent curtains ."
"24010022","DEU","Horch ! was hört man ? - Es kommt ein gewaltiges Tosen vom Lande des Nordens , die Städte Judas zur Wüste zu machen , zur Behausung der Schakale ."
"24010022","ENG","The report has arrived . Listen ! An incredible uproar is coming from the land of the north . Its army will destroy Judah's cities and make them homes for jackals ."
"24011013","DEU","Denn so zahlreich wie deine Städte sind deine Götter geworden , Juda , und so viele Gassen Jerusalem hat , so viele Altäre habt ihr errichtet , dem Baal zu opfern ."
"24011013","ENG","» ‘ Judah , you have as many gods as you have cities . You have set up many altars in Jerusalem to sacrifice to Baal . You have as many detestable altars as there are streets in Jerusalem . ’"
"24012011","DEU","Ja , zur Öde haben sie ihn gewandelt , verödet trauert er vor mir ! Öde liegt nun das ganze Land ; denn niemand nahm sich's zu Herzen ."
"24012011","ENG","» They made it a wasteland . It lies desolate before me . The whole land has become a desert , and no one cares ."
"24012012","DEU","Über alle Höhen der Steppe kommen Verwüster ; ja , ein Schwert schwingt der Herr , das frisst von einem Ende des Landes zum andern . Friedlos ist alles Fleisch ."
"24012012","ENG","» Across the entire desert highlands people have come to plunder . Jehovah has sent war to destroy the entire land . No one can live in peace ."
"24012014","DEU","So spricht der Herr über alle meine bösen Nachbarn , die das Erbe antasten , das ich meinem Volke Israel zu eigen gegeben : Siehe , ich reisse sie weg aus ihrem Lande , und das Haus Juda reisse ich aus ihrer Mitte hinweg ."
"24012014","ENG","Jehovah says : » I have something to say about Israel's neighbors who have ruined the land I gave to my people Israel . I will take those wicked people away from their countries like an uprooted plant , and I will rescue Judah from them ."
"24012017","DEU","Wenn sie aber nicht gehorchen wollen , so werde ich ein solches Volk wegreissen , ja wegreissen und verderben , spricht der Herr ."
"24012017","ENG","» However if any nation will not obey I will completely uproot it and destroy it . « I , Jehovah , have spoken ."
"24013007","DEU","Ich ging zum Euphrat und grub nach und nahm den Gürtel von der Stelle , wo ich ihn verborgen hatte . Und siehe , der Gürtel war verdorben , zu nichts mehr nütze ."
"24013007","ENG","I went back and dug the belt out of the hiding place , but the cloth had rotted , and the linen belt was ruined . It was good for nothing ."
"24013015","DEU","Höret und merket auf , seid nicht hochfahrend , denn der Herr redet ."
"24013015","ENG","Listen , give heed and do not be haughty arrogant . Jehovah has spoken ."
"24013022","DEU","Und fragst du dich alsdann : "" Warum hat mich all das getroffen ? "" - um all deiner Sünden willen wird dir die Schleppe aufgehoben , wirst du geschändet ."
