Book,Chapter,Verse,Text
მათე,21,14,მიგიდნენ მასთან ტაძარში ბრმები და კოჭლები და მან
მათე,21,15,როცა მღგდელმთავრებმა და მწიგნობრებმა დაინახეს
მათე,21,16,"უთხრეს მას: „თუ გესმის, რას ამბობენ ისინი?” იესომ გი"
მათე,21,17,"დატოვა ისინე, გავიდა ქალაქიდან ბეთანიაში და ღამე იქ"
მათე,21,46,მათე 21
მათე,21,18,"განთიადისას, ქალაქში რომ ბრუნდებოდა, მოშივდა."
მათე,21,19,"გზაზე ერთი ლეღვი დაინახა, მივიდა ახლოს და გერაფერი"
მათე,21,20,"დაინახეს ეს მოწაფეებმა, გაუკვირდათ და თქვეს: „რა"
მათე,21,22,"ყველაფერს, რასაც ლოცვაში რწმენით ითხოგთ, მიიღებთ.“"
მათე,21,23,"როცა ტაძარში მევიდა და ასწავლიდა, მიგიდნენ მასთან"
მათე,21,24,მიუგო იესომ მათ პასუხად: „მეც გკითხავთ თქგენ ერთ
მათე,21,26,"თუ ვიტყვით: გაცთაგანო, ხალხისა გვეშინია, ვინაიდან"
მათე,21,27,მიუგეს იესოს პასუხად: არ გიცითო. მანაც უთხრა მათ:
მათე,21,28,"„აბა, რა გგონიათ თქვენ? ერთ კაცს ორი შვილი ჰყავდა."
მათე,21,29,მან კი უპასუხა: არ მინდა.” ბოლოს გი ინანა და წავიდა.
მათე,21,30,"მი იდა მეორესთან და იგივე უთხრა, მან გი პასუხად"
მათე,21,31,ამ ორთაგან რომელმა შეასრულა თავისი მამის ნება?”
მათე,21,32,ვინაიდან მოვიდა თქვენთან იოანე სიმართლის გ ხით და არ
მათე,21,34,"რთველი რომ მოახლოვდა, თაგისი მონები გაუგ ხაგნა"
მათე,21,85,"მიწისმუშაკებმა შეიპყრეს მისი მონები, ერთნი სცემეს,"
მათე,21,36,"კიდევ გაუგ ხაგნა სხვა მონები, უწინდელზე მეტი; იმათაც"
მათე,21,37,ბოლოს თავისი ძე გაგ ხაგნა მათთან და თქვა: ჩემი ძისა
მათე,21,38,"მაგრამ მიწისმუ შაკებმა ძე რომ დაინახეს, ერთმანეთს"
მათე,21,39,"შეიპყრეს იგი, გააგდეს ვენახის მიღმა და მოკლეს. ებრ.13.12."
მათე,21,40,"აბა. როცა ვენახის პატრონი მოვა, რას უზამს ამ მიწისმუ-"
მათე,21,41,მიუგეს მასს ამ ბოროტულთ ბოროტად დახოცავს და
მათე,21,42,უთხრა მათ იესომ: „ნუთუ არასოდეს არ წაგიკითხავთ
მათე,21,43,"ამიტომ გეუბნებით თქვენ, რომ წაგერთმევათ ღვთის სასუ-"
მათე,21,44,"ის, ვინც ამ ლოდხე დაგცემა, დაილეწება: ხოლო ვისაც"
მათე,21,45,მღვდელმთავრებმა და ფარისევლებმა იგავი რომ მოი-
მათე,21,46,"(კდილობდნენ მის შეპყრობას, მაგრამ ხალხისა ეშინოდათ,"
მათე,22,1,იესო პასუხად გი ისევ იგავით ლაპარაკობდა და გუბნე-
მათე,22,48,მათე 22
მათე,22,2,"„(ათა სასუფეველი ჰგავს მეფე კაცს, რომელმაც თავის"
მათე,22,3,გაგ ხავნა თავისი მონები ქორწილში მოწვეულთა დასაძახე-
მათე,22,4,კვლავ გაგ ზავნა სხვა მონები და უთხრა: უთხარით
მათე,22,5,მაგრამ მათ ყური არ უგდეს და ზოგი თავის ყანაში
მათე,22,6,"სხვებმა გი შეიპყრეს მისი მონები, შეურაცხყვეს და"
მათე,22,7,"ეს რომ მეფემ გაიგო, განრისხდა, გაგზავნა თავისი"
მათე,22,8,"მაშინ უთხრა მან თაგის მონებს: ""ეს ქორწილი მზად არის,"
მათე,22,9,"ამიტომ გადით გ საჯვარედინებზე და ყველა, ვინც შემო-"
მათე,22,10,"გავიდნენ მონები გზებზე და შეკრიბეს ყველა, ვინც. კი"
მათე,22,11,"მეფე შევიდა სტუმრების სანახაგად და იქ დაინახა გაცი,"
მათე,22,12,"უთხრა მას: ""მეგობარო, აქ როგორ შემოხვედი, საქორ-"
მათე,22,13,მაშინ უთხრა მეფემ თაგის მსახურებს: 'გაუკარით მაგას
მათე,22,14,"ვინაიდახ მოწვეული ბევრია, რჩეული კი ცოტა. მათ.20.16."
მათე,22,15,"მაშინ ფარისევლები წაგიდნენ და მოითათბირეს, როგორ"
მათე,22,16,მიუგხავნეს მას თავისი მოწაფეები ჰეროდიანებთან ერთად
მათე,22,17,"ჰოდა, გვითხარი ჩვენ: როგორ ფიქრობ, უნდა გაძლიოთ"
მათე,22,18,"იესომ იცოდა რა მათი მზაკვრობა, უთხრა მათ: „რატომ"
მათე,22,19,"მიჩვენეთ ხარკის მონეტა.” და მიუტანეს მას დინარი,"
მათე,22,20,უთხრა მათ: „ვისია ეს სახე და წარწერა?”
მათე,22,21,მათ თქვეს: „გეისრისა!” მაშინ უთხრა მათ: „მიეცით გეი-
მათე,22,22,"ეს რომ გაიგონეს, გაუკვირდათ, მიატოვეს იგი და წაგიდნინ."
მათე,22,23,"იმ დღეს მივიდნენ მასთან სადუკეგელნი, რომელნიც ამბო-"
მათე,22,24,"„მოძღვარო! მოსემ თქგა: თუ ვინმე უშგილოდ მოკგდეს,"
მათე,22,25,ჩვენთან შვიდი ძმა იყო. პირველმა შეირთო („ოლი და
მათე,22,27,"ყველას შემდეგ კი ქალიც მოკვდა. 28 ჰოდა, აღდგომას იმ შვიდიდან ვისი ცოლი იქნება იგი? ის"
მათე,22,29,"მიუგო იესომ მათ პასუხად: „ცდებით, ვინაიდან არც"
მათე,22,30,"ვინაიდან აღდგომისას არც ცოლს ირთავენ, არც თხოვგდე-"
მათე,22,31,ხოლო მვიგალის აღდგომაზე ნუთუ არ წაგიკითხავთ
მათე,22,32,"მე ვარ ღმერთი აბრაამისა, ღმერთი ისაკისა და ღმერთი"
მათე,22,33,ესმოდა ეს ხალხს და უკვირდა მისი მოძღვრება.
მათე,22,34,"ხოლო ფარისევლებმა გაიგეს, სადუკეველები გააჩუმაო, და"
მათე,22,35,"ერთმა მათგანმა, რჯულის მცოდნემ, გამოსაცდელად"
მათე,22,36,".. „მოძღვარო, რომელი მცნებაა დიდი რჯულში?“"
მათე,22,37,სოლო მან უთხრა მას: „ შეიყვარე უფალი ღმერთი შენი
მათე,22,38,ეს არის პირველი და დიდი მცნება.
მათე,22,40,ამ ორ მცნებაზე ჰკიდია მთელი რჯული და წინასწარმე-
მათე,22,50,მათე 23
მათე,22,41,"როცა ფარისეგლები შეიკრიბნენ, ... ჰკითხა მათ:"
მათე,22,42,„რას ფიქრობთ თქვენ ქრისტეზხზე? ვისი ძეა იგი?“ მათ
მათე,22,43,უთხრა მათ: „აბა როგორღა უწოდებს დაგითი სულში მას
მათე,22,44,"უთხრა უფალმა ჩემს უფალს: დაჯექი ჩემს მარჯვნივ,"
მათე,22,45,თუ დაგითი უფალს უწოდებს მას. მისი ძე როგორღაა?“
მათე,22,46,ვერავინ შეძლო მისთვის სიტყვის მიგება. იმ დღიდან
მათე,23,1,მაშინ ელაპარაგა იესო ხალხს და თავის მოწაფეებს.
მათე,23,2,უთხრა: „მოსეს ტახტზე დასხდნენ მწიგნობარნი და ფარი-
მათე,23,4,გრავენ მძიმე ტვირთს და ზურგზე ჰკიდებენ ადამიანებს:
მათე,23,5,ყველანი თავიანთ საქმგებს ადამიანთათვის საჩვენებლად
მათე,23,6,უყვართ სათავეში ჯდომა ნადიმებზე და წინა ადგილებზე
მათე,23,7,და მისალმებანი მოედნებზე. რომ ადამიანებმა უძახონ მათ:
მათე,23,8,"თქვენ გი ხუ გიწოდებენ რაბის, გინაიდან ერთია თქვენი"
მათე,23,9,"ხურც მამას უწოდებ თ ნურავის ქვეყანაზედ, გინაიდან"
მათე,23,10,"ხურც წინამძღვარს გიწოდებენ, ვინაიდან წინამძღვარი"
მათე,23,12,"ვინც თავს აიმაღლებს, დამდაბლდება, ხოლო ვინც თავს"
მათე,23,13,"„გაი თქვენ, მწიგნობარნო და ფარისეველნო, თვალთმა-"
მათე,23,14,"ვაი თქვენ, მწიგნობარნო და ფარისეველნო, თვგალთმაქცნო,"
მათე,23,15,"გაი თქვენ, მწიგნობარნო და ფარისეველნო, თვალთმაქცნო,"
მათე,23,16,"ვაი თქვენ, ბრმა წინამძღოლნო, რომლებიც ამბობთ: ვინც"
მათე,23,17,უგუნურებო და წეეეიი რა უფრო დიდია ოქრო თუ
მათე,23,18,"ვინც სამსხვერპლოს დაიფიცებს, ეს არაფერია; ხოლო ვინც"
მათე,23,19,"ბრმებო, რომელი უფრო დიდია: ძღვენი თუ სამსხვერპლო,"
მათე,23,20,"გინაიდან ვინც სამსხვერპლოს იფიცებს, ის იფიცებს მას"
მათე,23,21,"და ვინც ტაძარს იფიცებს, ის იფიცებს მასაც და მასში"
მათე,23,22,"და ვინც ცას იფიცებს, ის ფიცულობს ღვთის ტახტსაც და"
მათე,23,23,"ვაი თქვენ, მწიგნობარნო და ფარისეველნო, თვალთმაქცნო,"
მათე,23,24,"ბრმა წინამძღოლებო, გოღოს მწურავებო და აქლემების"
მათე,23,26,"ბრმა ფარი ეველნო, ჯერ შიგნიდან გაასუფთავეთ სასმისი"
მათე,23,27,"ვაი თქვენ, მწიგნობარნო და ფარისეველნო, თვგალთმაქცნო,"
მათე,23,28,ასევე თქვენც გარეგნულად მართლები ჩანხართ ადამიანთა
მათე,23,52,მათე 24
მათე,23,29,"ვაი თქვენ, მწიგნობარნო და ფარისეველნო, თვალთმაქცნო,"
მათე,23,30,"ამბობთ: ჩგენი მამების დღეებში რომ გვეცხოგრა, არ"
მათე,23,31,"ამრიგად, საკუთარ თავს უმოწმებთ, რომ წინასწარმე-"
მათე,23,32,თქვენ ც ბოლომდე აავსეთ თქვენი მამების საწყაო.
მათე,23,33,იქედნეთა ნაშობო გველებო! როგორ გაექცეგით გეენის
მათე,23,34,"„ამიტომ, აპა, მე მოგიგლენთ წინასწარმეტყველთ, ბრძენკა-"
მათე,23,35,"გეწევათ მთელი ეს მართალი სისხლი, მიწაზე დათხეული,"
მათე,23,36,"ჭეშმარიტად გეუბნებით თქვენ, რომ ყოველივე ეს ეწევა აძ მოდგმას."
მათე,23,38,"აპა, გრჩებათ ოხრად თქვენი სახლი. ლუკ.13,35."
მათე,23,39,"გინახდას გეუბნებით თქვენ: ვეღარ მიხილავთ ამიერიდან,"
მათე,24,1,გამოვიდა იესო ტაძრიდან და წავიდა. მიგიდნენ მასთან
მათე,24,2,ხოლო მან პასუხად უთხრა მათ: „ხედავთ ყოველივე ამას?
მათე,24,3,"ხოლო როცა ზეთისხილის მთაზე იჯდა, მიუახლოგდნენ მას"
მათე,24,4,"მიუგო იესომ მათ პასუხად: „გაფრთხილდით, რომ არაგინ"
მათე,24,5,ვინაიდან ბევრნი მოვლენ ჩემი სახელით და იტყვიან: მე
მათე,24,6,"ასევე მოისმენთ ომებზე და ომების ამბებს; იცოდეთ, ნუ"
მათე,24,7,ვინაიდან აღდგება ერი ერის წინააღმდეგ და სამეფო სამე-
მათე,24,9,"მაშინ გადაგცემენ თქვენ სატანჯველად და დაგხოცავენ,"
მათე,24,10,მაშინ ცდუნდებიან ბევრნი; ერთმანეთს გასცემენ და
მათე,24,11,მრავალი ცრუ წინასწარმეტყველი აღდგება და ბევრს
მათე,24,12,"და რაკი გამრავლდება ურჯულოება, მრავალს გაუნელდება"
მათე,24,13,ბოლომდის დამთმენი გადარჩება.
მათე,24,14,ექადაგება ეს სახარება სასუფეველზე მთელს მსოფლიოს
მათე,24,15,"ამრიგად, როცა იხილავთ 'გატიალების სიბილწეს”, წმიდა"
მათე,24,16,"მაშინ ვინც იუდეაშია, მთებს მიაშურონ;"
მათე,24,17,"ვინც ერდოზე იქნება, ნუ ჩამოვა შინიდან რაიმეს გამო-"
მათე,24,18,"ვინც ყანაში იქნება, ნუ დაბრუნდება უკან თავისი ტანი-"
მათე,24,19,ხოლო გაი ორსულებს და მეძუძურებს იმ დღეებში!
მათე,24,20,"ილოცეთ, რომ არ მოგიხდეთ გაქცევა ზამთარში ან შაბათ"
მათე,24,54,მათე 24
მათე,24,23,"„მაშინ ვინმემ რომ გითხრათ: გპა. აქ არის ქრისტე, ან."
მათე,24,24,ვინაიდან აღდგებიან ცრუქრისტენი და ცრუწინასწარ-
მათე,24,96,აპა. წინასწარ გითხარით თქვენ.
მათე,24,26,"თუ გითხრან: აჰა. ის უდაბნოშიაო, ნუ გამოხვალთ: აჰა. ის"
მათე,24,27,გინაიდან. როგორც გლვა გამოდის აღმოსავლეთიდან და
მათე,24,28,სადაც ლეშია. იქ ორბებიც გროვდებიან. ლუკ.17.37.
მათე,24,29,და მყისვე. გასაჭირის იმ დღეების შემდგომ მზე დაბნელ-
მათე,24,30,მაშინ გამოჩნდება კაცის ძის ნიშანი ზეცაში და მაშინ
მათე,24,31,მოავლინებს თავის ანგელოხებს დიდხმიანი საყვირით და
მათე,24,32,ლეღვისაგან ისწავლეთ მაგალითი: როცა მისი რტოები
მათე,24,33,ასევე. როდესაც თქვენ იხილავთ ყოველივე ამას. იცოდეთ.
მათე,24,34,ჭეშმარიტად გეუბნებით თქვენ: არ გადავა ეს მოდგმა.
მათე,24,35,ცა და დედამიწა გადავლენ. ჩემი სიტყვები გი არ გადა-
მათე,24,36,მაგრამ იმ დღეხე და ჟამზე არავინ იცის. არც ზეციურმა
მათე,24,37,ვინაიდან. როგორც იყო ნოგს დღეები. ისევე იქნება კაცის
მათე,24,38,"ვინაიდან, როგორც წარღვგნამდელ დღეებში ჭამდნენ."
მათე,24,39,და არ იცოდნენ. ვიდრე არ მოვიდა წარღვნა და ყველა არ
მათე,24,40,მაშინ ორნი იქნებიან ყანაში: ერთი წარიტაცება და ერთი
მათე,24,41,ორნი დაფქვავენ დოლაბით: ერთი წარიტაცება და ერთი
მათე,24,42,"ამიტომ ფხიზლად იყავით, რადგან არ იცით, რომელ დღეს"
მათე,24,43,"ეს კი იცოდეთ: სახლის პატრონმა რომ იცოდეს, რომელ"
მათე,24,44,"ამიტომ თქვენც მზად იყავით, ვინაიდან, რომელ საათსაც"
მათე,24,45,"ვინ არის ერთგული და გონიერი მონა, რომელიც დააყენა"
მათე,24,46,"ნეტარია მონა, რომლის ბატონიც მოვა და ამგვარად"
მათე,24,47,"ჭეშმარიტად გეუბნებით თქვენ, რომ მთელ თავის საბადე-"
მათე,24,48,ხოლო თუ ეს მონა ბოროტია და თავის გულში იტყვის:
მათე,24,49,და ცემას დაუწყებს თავის თანამონებს და ჭამს და სვამს
მათე,24,50,"მოვა იმ მონის ბატონი იძ დღეს, როცა არ ელის, და იმ"
მათე,25,1,"„მაშინ ცათა სასუფეველი დაემსგავსება ათ ქალწულს,"
მათე,25,2,ხუთი მათგანი უგუნური იყო და ხუთი – გონიერი.
მათე,25,3,"უგუნურებმა თავიანთი ლამპრები რომ აიღეს, ზეთი არ"
მათე,25,4,ხოლო გონიერებმა თავიანთ ლამპრებთან ერთად ზეთიც
მათე,25,6,"მაგრამ შუაღამისას გაისმა ყვირილი: აჰა, ნეფე მოდის,"
მათე,25,7,მაშინ წამოდგა ყველა ქალწული და გამართეს თავ-თავისი
მათე,25,56,მათე 25
მათე,25,8,უგუნურებმა უთხრეს გონივრებს: გვგიწილადეთ თქვენი
მათე,25,9,"გონიგრებმა გი მიუგეს პასუხად: ""არც ჩგენ რომ არ"
მათე,25,10,"როცა ისინი წავიდნენ საყიდლად, მოგიდა ნეფე; გამზადე-"
მათე,25,11,შემდეგ მოვიდნენ დანარჩენი ქალწულებიც და თქვეს:
მათე,25,12,"ხოლო მან მიუგო პასუხად: ""ჭეშმარიტად გეუბნებით"
მათე,25,13,"ჰოდა, იფხიზლეთ, ვინაიდან არ იცით არც დღე, არც"
მათე,25,14,"„ვინაიდან ეს იმ კაცივით იქნება, რომელმაც გამგზაგრე-"
მათე,25,15,"ერთს ხუთი ტალანტი მისცა, მეორეს – ორი და სხვას –"
მათე,25,16,"ხუთი ტალანტის მიმღები მაშინგე წაგიდა, ივაჭრა და სხვა"
მათე,25,17,ასევე ორის მიმღებმაც ორი კიდევ სხვა მოიგო.
მათე,25,18,"ხოლო რომელმაც ერთი მიიღო, წავიდა, ამოთხარა მიწა და"
მათე,25,19,გარგა ხნის შემდეგ მოვიდა იმ მონების ბატონი და მათ
მათე,25,20,"მივიდა ხუთი ტალანტის მიმღები, სხვა ხუთი ტალანტიც"
მათე,25,22,"მივიდა ორი ტალანტის მიმღები და უთხრა: ბატონო, ორი"
მათე,25,23,"უთხრა მას მისმა ბატონმა: ""კარგი, გეთილო და ერთგულო"
მათე,25,24,"მივიდა ისიც, რომელმაც ერთი ტალანტი მიიღო და"
მათე,25,25,"შემეშინდა, წავედი და მიწაში დავფალი შენი ტალანტი."
მათე,25,26,მიუგო მისმა ბატონმა მას პასუხად: ბოროტო და ზხარ-
მათე,25,27,ამიტომ ჩემი ვერცხლი მოგაჭრეთათვის უნდა მიგეცა და
მათე,25,28,ამიტომ წაართვით მაგას ტალანტი და მიეცით ათი
მათე,25,29,"ვინაიდან მქონებელს ყველას მიეცემა და დაუხვავდება,"
მათე,25,30,ხოლო ეს უვარგისი მონა გადააგდეთ გარესკნელის ბნელში.
მათე,25,1,"„ხოლო, როცა მოვა კაცის ძე თავისი დიდებით და ყველა"
მათე,25,32,შეიყრება მის წინაშე ყოველი ერი და გამოარჩეგს ერთი-
მათე,25,33,და დააყენებს ცხვრებს თავის მარჯვნივ და თხებს –
მათე,25,34,"მაშინ ეტყვის მეფე, თავის მარჯვნივ მდგომთ: მოდით,"
მათე,25,35,ვინაიდან მშიოდა და საჭმელი მომეცით; მწყუროდა და
მათე,25,36,შიშველი ვიყავი და შემმოსეთ; სნეული ვიყავი და მომ-
მათე,25,37,"მაშინ მართლები ეტყგიან მას პასუხად: ""უფალო, როდის"
მათე,25,38,როდის გიხილეთ უცხო და მიგიღეთ? ან შიშგელი და
მათე,25,39,"როდის გიხილეთ შენ სნეული, ან საპყრობილეში მყოფი და"
მათე,25,40,მეფე მიუგებს მათ პასუხად: ჭეშმარიტად გეუბნებით
მათე,25,41,"მაშინ იმათაც ეტყვის, ვინც მარცხნივაა: წადით ჩემგან,"
მათე,25,42,ვინაიდან მშიოდა და საჭმელი არ მომეცით; მწყუროდა და
მათე,25,58,მათე 26
მათე,25,43,უცხო ვიყავი და არ მიმიღეთ; შიშველი ვიყავი და არ
მათე,25,44,"მაშინ ისინი(კ მიუგებენ პასუხად: უფალო, როდის გიხი-"
მათე,25,45,"მაშინ მიუგებს იგი პასუხად: ""ჭეშმარიტად გეუბნებით"
მათე,25,46,"და წავლენ ესენი საუკუნო სატანჯველში, ხოლო მართალნი"
მათე,26,1,"ჟველა ეს სიტყვა რომ დაასრულა, იესომ თავის მოწა-"
მათე,26,2,"„თქგენ იცით, რომ ორი დღის შემდეგ პასექი დადგება და"
მათე,26,3,მაშინ შეიკრიბნენ მღვდელმთავარნი და ხალხის უხუცესნი
მათე,26,4,"მოითათბირეს, მზაკგრულად შეეპყროთ იესო და მოეგლათ."
მათე,26,5,"მაგრამ ამბობდნენ; დღესასწაულზე არა, ხალხში შფოთი"
მათე,26,6,"როცა იესო ბეთანიაში იყო, სიმონ გეთროვნის სახლში,"
მათე,26,2,"მიგიდა მასთან დედაგაცი, მოიტანა ძვირფასი ნელსაცხე-"
მათე,26,8,"მოწაფეებმა რომ დაინახეს, ბრაზი მოუგიდათ და თქვეს:"
მათე,26,9,ვინაიდან შეიძლებოდა ამ ნელსაცხებლის გაყიდვა გარგ
მათე,26,10,ხოლო იესო მიუხვდა და უთხრა მათ: „რატომ აწბილებთ
მათე,26,11,"გინაიდან ღარიბნი მუდამ თქვენთან გყავთ, მე გი მუდამ"
მათე,26,12,"ეს ნელსაცხებელი რომ დაასხა ჩემს სხეულს, მე მომამზადა."
მათე,26,13,ჭეშმარიტად გეუბნებით თქვენ: სადაც გი იქადაგებენ ამ
მათე,26,14,"მაშინ ერთი იმ თორმეტთაგანი, იუდა ისკარიოტელად"
მათე,26,18,"ჰკითხა: „რას მომცემთ, რომ გადმოგცეთ იგი?” მიუწონეს"
მათე,26,16,"მას აქეთ ეძებდა მარჯვე შემთხვევას, რომ გაეცა იგი."
მათე,26,17,უფუარობის პირველ დღესვე მივიდნენ მოწაფეები იესო-
მათე,26,18,მან უთხრა: „წ ადით ქალაქში ამა და ამ გაცთან და უთხა-
მათე,26,19,"მოწაფეებიც ისე მოიქცნენ, როგორც იესომ უბრძანა, და"
მათე,26,20,"რომ მოსაღამოვდა, დაჯდა თორმეტ მოწაფესთან ერთად."
მათე,26,21,"როცა ისინი ჭამდნენ, თქვა: „ჭე შმარიტად გეუბნებით"
მათე,26,22,"ისინი ძალიან შეყუ დწე, და ყველამ სათითაოდ დაუწყო"
მათე,26,23,ხოლო მან უთხრა მათ პასუხად: „გინც ჩემთან ხელს ამოა-
მათე,26,24,"კაცის ძე კი მიდის, როგორც დაწერილია მასზე. მაგრამ"
მათე,26,25,"იუდამ, რომელმაც იგი გასცა, პასუხად მიუგო: „მე ხომ"
მათე,26,26,"როცა ისინი ჭამდნენ, აიღო იესომ პური, აკურთხა,"
მათე,26,27,"აიღო სასმისი, მადლი შესწირა, მისცა მათ და უთხრა:"
მათე,26,28,"გინაიდან ეს არის ჩემი სისხლი ახალი აღთქმისა, მრავალ-"
მათე,26,29,მე გეუბნებით: ამიერიდან აღარ შევსვამ ამ ვაზის ნაყო-
მათე,26,30,იგალობეს და გასწიეს ზეთისხილის მთისკენ.
მათე,26,60,მათე 26
მათე,26,31,მაშინ უთხრა მათ იესომ: „თქვენ ყველანი ცდუნდებით
მათე,26,32,ხოლო ჩემი აღდგომის შემდეგ თქვენ გაგიძღვებით წინ
მათე,26,33,მიუგო პეტრემ მას პასუხად: „ყველანი რომ ცდუნდნენ
მათე,26,34,"უთხრა მას იესომ: ჭეშმარიტად გეუბნები შენ: „ამაღამ,"
მათე,26,235,უთხრა მას პეტრემ: „მოვკვდები შენთან ერთად და არ
მათე,26,36,"მერე იესო მიგიდა მათთან იმ ადგილხე, რომელსაც გეთსი-"
მათე,26,37,"თან წაიყვანა პეტრე და ზებედეს ორივე ძე, იწყო"
მათე,26,38,მაშინ უთხრა მათ: „სასიკგდილოდ არის დამწ უხრებული
მათე,26,39,"ცოტა რომ გაიარა, პირქვე დაემხო, ლოცულობდა და"
მათე,26,40,მივიდა მოწაფეებთან და ჰპოვა ისინი მძინარენი და
მათე,26,41,"იფხიზლეთ და ილო(კეთ, რომ არ ჩავარდეთ განსაცდელში."
მათე,26,42,"მეორედაც წავიდა, ლოცულობდა და ამბობდა: „მამაო"
მათე,26,43,"კვლავ მიგიდა და ისევ მძინარენი ჰპოვა ისინი, ვინაიდან"
მათე,26,44,"მიატოვა ისინი, ავგლავ წავიდა და მესამედ ილოჯ/კა, კვლავ"
მათე,26,45,მაშინ მივიდა მოწაფეებთან და უთხრა მათ: „თქვენ ისევ
მათე,26,47,"ჯერ სიტყვა არ დაესრულებინა, რომ, აჰა, მოვიდა იუდა,"
მათე,26,48,ხოლო მისმა გამცემმა მისცა მათ ნიშანი და უთხრა:
მათე,26,49,"მყისვე მივიდა იესოსთან და უთხრა: „გიხაროდეს, რაბი!“"
მათე,26,50,"ხოლო იესომ უთხრა მას: „რისთვის მოსულხარ, მეგო-"
მათე,26,51,"და აჰა, ერთ-ერთმა იესოსთან მყოფმა ხელი მიჰყო,"
მათე,26,52,მაშინ იესომ უთხრა მას: „თავის ადგილას ჩააბრუნე. ეგ
მათე,26,53,"იქნებ გგონია, არ შემეძლოს შევევედრო მამაჩემს, რომ"
მათე,26,54,"აბა, როგორ აღსრულდება წერილი, ეს რომ არ მოხდეს?“"
მათე,26,55,მაშინ უთხრა იესომ იმ ხალხს: „თითქოს ავაზაკის წინაა-
მათე,26,56,"ყოველივე ეს მოხდა იმიტომ, რომ აღსრულდეს წინასწარ-"
მათე,26,58,ხოლო პეტრე შორიახლო მიჰყვებოდა მას მღგდელმთაგრის
მათე,26,59,მღგდელმთავარნი და მთელი სინედრიონი ეძებდნენ
მათე,26,60,"და ვერ პოულობდნენ, თუმცა ბევრი ცრუმოწმე მოდიოდა."
მათე,26,61,და თქვეს: „ეს ამბობდა: შემიძლია ღგთის ტაძარი დავა-
მათე,26,62,მათე 27
მათე,26,62,მაშინ წამოდგა მღვდელმთავარი და უთხრა მას: „არაფერს
მათე,26,63,იესო დუმდა. მაშინ მღვდელმთავარმა უთხრა მას: „ცოცხალ
მათე,26,64,უთხრა იესომ: „შენ თქგი. მაგრამ მე გეუბნებით თქვენ:
მათე,26,65,"მაშინ მღგდელმთავარმა შემოიხია სამოსელი და თქგა: ,,მან"
მათე,26,66,რას ფიქრობთ?“ ხოლო მათ მიუგეს პასუხად: „სიკვდილის
მათე,26,67,"მაშინ დაუVყეს ფურთხება სახეში და ცემა, ზოგიერთნი"
მათე,26,68,"ეფწებთდნენ. გვიწინასწარმეტყველე, ქრისტე, ვინ დაგარ-"
მათე,26,69,პეტრე გი იჯდა გარეთ. მიგიდა მასთან ერთი მხევალი და
მათე,26,70,"მან გი უარყო ყველას წინაშე და თქგა: „არ ვიცი, რას"
მათე,26,71,"როცა კარიბჭიდან გამოდიოდა, სხვამ. დაინახა და უთხრა"
მათე,26,72,მან ტვლავ უარყო ფიცით: არ ვიცნობო ამ გაცს.
მათე,26,73,ცოტა ხნის შემდეგ მიუახლოგდნენ იქ მდგომნი და
მათე,26,74,მაშინ იწყო წყევლა და ფიცილი: არ ვიცნობო ამ კაცს.
მათე,27,1,გათენებისას მღვდელმთავრებმა და ხალხის უხუცესებმა
მათე,27,2,"შეკრეს იგი, წაიყვანეს და გადასცეს პილატეს – განმგებელს."
მათე,27,3,"როცა იუდამ, რომელმაც იესო გასცა, დაინახა, რომ მას"
მათე,27,5,"დაყარა ვერცხლი ტაძარში, გამოვიდა, წავიდა და თავი"
მათე,27,6,ხოლო მღგდელმთაგრებმა აიღეს ის ვერცხლი და თქვეს:
მათე,27,7,მოითათბირეს და იყიდეს იმით მეთუნის მინდორი უცხოთა
მათე,27,8,ამს გამო იმ მინდორს დღემდე ეწოდება სისხლის
მათე,27,9,მაშინ აღსრულდა წინასწარმეტყველ იერემიას მიერ
მათე,27,10,"და მისცეს იგი მეთუნის მინდორში, როგორც მიბრძანა მე"
მათე,27,11,ხოლო იესო წარსდგა განმგებლის წინაშე და ჰკითხა მას
მათე,27,12,როცა ბრალს სდებდნენ მას მღვგდელმთავრნი და უხუცე-
მათე,27,13,"მაშინ უთხრა მას პილატემ: „არ გესმის, რამდენს მოწმო-"
მათე,27,15,დღესასწაულზე ჩვეულებად ჰქონდა განმგებელს – ხალხს
მათე,27,16,"ხოლო მაშინ ჰყაგდათ ცნობილი პატიმარი, ბარაბად წოდე-"
მათე,27,18,"გინაიდან იცოდა, რომ შურით გასცეს იგი."
მათე,27,19,"როცა ის სამსჯაგროს ტახტხე იჯდა, მისმა ცოლმა"
მათე,27,20,ხოლო მღვდელმთავრებმა და უხუცესებმა დაარწმუნეს
მათე,27,21,ასე უპასუხა და უთხრა მას განმგებელმა: „ამ ორიდან
მათე,27,64,მათე 27
მათე,27,22,"უთხრა მათ პილატემ: „იესოს რაღა გუკო, ქრისტედ წოდე-"
მათე,27,25,მთელმა ხალხმა მიუგო პასუხად: „ჩვენზე და ჩვენს
მათე,27,26,"მაშინ გაუთავისუფლა მათ ბარაბა, ხოლო იესო გააშოლ-"
მათე,27,27,მაშინ განმგებლის ჯარისკაცებმა წაიყვანეს იესო სამსჯაგ-
მათე,27,29,"დაწნეს ეგლის გვირგვინი, დაადგეს თაგზე, მარჯვენა"
მათე,27,30,და აფურთხებდნენ მაც. აიღეს ლერწამი და ურტყამდნენ
