Book,Chapter,Verse,Text
მათე,26,11,ყველა სინაგოგაში მრაგვალგხის ვტანჯაგდი მათ და გაიძუ-
მათე,26,12,სწორედ ამისთგის მივდიოდი დამასკოში მღგდელმთავართა
მათე,26,13,"შუადღისას, მეფევ, გ ზახე გიხილე ნათელი ციდან, უბრ-"
მათე,26,14,"ყველანი მიწაზე დაგემხეთ და მომესმა ხმა, რომელიც"
მათე,26,15,"მე ვუთხარი: 'გინ ხარ შენ, უფალო?” ხოლო მან მითხრა:"
მათე,26,16,"მაგრამ წამოდექი და დადექი ფეხზე, ვინაიდან იმისათვის"
მათე,26,17,"რათა გიხსნა ამ ხალხისგან და წარმართთაგან, რომლებთა-"
მათე,26,18,"მათი თვალების ასახელად და წყვდიადიდან ნათლისაკენ,"
მათე,26,19,"ამიტომ, მეფე აგრიპა, არ ვეურჩე ციურ ჩვენებას."
მათე,26,20,"პირველად დამასკოსა და იერუსალიმის მკგიდრთ, მერე"
მათე,26,288,საქმეები 27
მათე,26,21,ამისათგის შემიპყრეს იუდეგელებმა ტაძარში და მოკვლა
მათე,26,22,"მაგრამ, ღგთის შეწეგნით, მე დღემდე გდგავარ, გუმოწმებ"
მათე,26,23,რომ ქრისტე უნდა წამებულიყო და მკგდართაგან პირველი
მათე,26,24,"ასე რომ იცაგდა თაგს, ფესტოსმა ხმამაღლა თქვა: „სულე-"
მათე,26,25,"ხოლო პაგლემ უთხრა: „მე არ გსულელობ, უაღმატებუ-"
მათე,26,26,"ვინაიდან ეს ამბაგი იცის მეფემ, რომლის წინაშეც თამა-"
მათე,26,27,"წინასწარმეტყგელთა თუ გწამს, მეფე აგრიპა? გიცი, რომ"
მათე,26,29,"ხოლო პაგლემ უთხრა მას: „ღმერთს გეგედრები, რომ"
მათე,26,30,"ეს რომ თქვა, მეფე და განმგებელი, ბერნიკა და მასთან"
მათე,26,31,"განხე გავიდნენ და ერთმანეთს ეუბნებოდნენ, რომ ეს"
მათე,26,32,ხოლო აგრიპამ უთხრა ფესტოსს: „შეიძლებოდა ამ კაცის
მათე,27,1,"როდესაც გადაწყდა ჩვენი გადაცურვა იტალიაში, პაგლე"
მათე,27,2,"აგედით ადრამიტიუმის ხომალდზე, რომელსაც აზიის სანა-"
მათე,27,3,მეორე დღეს მივადექით სიდონს. ივლიოსმა გკაცთმოყვა-
მათე,27,4,იქიდან გავემგ ზავრეთ და გვგიპროსისკენ გავცურეთ პირქა-
მათე,27,5,განგვლეთ ზღვა გილიკიისა და პამფილიის გასწვრივ და
მათე,27,6,"იქ ნახა ასისთავმა ალექ დობის ხომალდი, რომელიც"
მათე,27,7,მრავალ დღეს ნელა „წი. ურაგდით ჩვენთგის არახელსა-
მათე,27,8,"წვალებით რომ ჩავუარეთ მას, მივადექით ერთ ადგილს,"
მათე,27,9,"რაკი საკმაოდ დიდი დრო გავიდა და ნაოსნობა გაძნელდა,"
მათე,27,10,"და უთხრა: „გაცნო, მე ვხედავ, რომ ეს ნაოსნობა იქნება"
მათე,27,11,მაგრამ ასისთავი მესაჭესა და ხომალდის უფროსს უფრო
მათე,27,12,რადგან ნავსადგური მოუხერხებელი იყო გამოსაზამთრე-
მათე,27,13,"როცა დაუბერა სამხრეთის ქარმა, იფიქრეს, საწადელს"
მათე,27,15,"და გაიტაცა ხომალდი, „.. ვეღარ დაუდგა ქარს, და"
მათე,27,16,"ჩავგუქროლეთ რომელიღაცკპ ატარა გუნძულს, რომელსაც"
მათე,27,7,მაღლა მრ ირვს. მერე ხომალდებს ბაგირები
მათე,27,18,"რაკი ქარიშხალი ტვლავ ბობოქრობდა, მეორე დღეს"
მათე,27,290,საქმეები 27
მათე,27,19,მესამე დღეს კი საკუთარი ხელით გადაყარეს ხომალდიდან
მათე,27,20,"მაგრამ, რადგან მრავალი დღის განმავლობაში არც მხე"
მათე,27,21,დიდი ხნის უჭმელობის შემდეგ პავლე დადგა მათ შორის
მათე,27,22,ახლა გი გირჩევთ გამხნევდეთ. ყველანი გადარჩებით ხომა-
მათე,27,23,"რადგან წუხელ გამომეცხადა ანგელოზი ღვთისა, რომელ-"
მათე,27,24,"და მითხრა ნუ გეშინია, პავლე! შენ კეისრის წინაშე"
მათე,27,25,"ამიტომ გამხნევდით, კაცნო, ვინაიდან მე მწამს ღვთისა,"
მათე,27,26,"რომელიმე გუნძულხე უნდა გავგირიყოთ,“ საქ.28,1."
მათე,27,27,"მეთოთხმეტე ღამე რომ დადგა, რაც ადრიატიკის ზღვაში"
მათე,27,28,"გაზომეს სიღრმე ა აღმოჩნდა ოცი მხარი, შემდეგ მცირე"
მათე,27,29,"შეეშინდათ, გლდოვან ადგილებზე არ მოგხვედრილიყავით,"
მათე,27,30,როცა მეზღვაურებმა ხომალდიდან გაქცევა დააპირეს და
მათე,27,31,მაშინ პავლემ უთხრა ასისთავს და ჯარისკაცებს: თუ
მათე,27,32,მაშინ ჯარისკაცებმა გადაჭრეს საბელი და ნავი ზღვაში
მათე,27,33,"წ... პავლე შეაგონებდა ყველას, საჭმელი ეჭამათ"
მათე,27,34,ამიტომ გთხოვთ ჭამოთ საჭმელი. ეს საჭიროა თქვენსავე
მათე,27,35,"ეს რომ თქვა, აიღო პური, ყველას წინაშე მადლობა"
მათე,27,36,მაშინ ყველანი გამხნევდნენ და იმათაც ჭამეს საჭმელი.
მათე,27,37,ხომალდზე სულ ორას სამოცდათექვსმეტი სული გიყავით.
მათე,27,38,"როცა დაპურდნენ, ზღვაში ხორბლის გადაყრით დაიწყეს"
მათე,27,39,"რომ გათეგნდა, მიწა ვერ იცნეს, მხოლოდ ერთი სანაპიროი-"
მათე,27,40,"მოხსნეს ღუხები და მიატოვეს ზღვაში, ერთდროულად"
მათე,27,41,მიადგნენ მეჩეჩს და მასზე შეაჩერეს ხომალდი. ცხვირი
მათე,27,42,"ჯარისკაცები მზად იყვნენ დაეხოცათ პატიმრები, რომ"
მათე,27,43,მაგრამ ასისთაგს პავლეს გადარჩენა უნდოდა და ამიტომ
მათე,28,1,გადარჩენილებმა მერეღა შევიტყეთ რომ კუნძულს
მათე,28,3,როდესაც პავლემ ბლომად ფიჩხი მოაგროვა და ცეცხლს
მათე,28,4,"მკვიდრებმა რომ დაინახეს მის ხელხე შემოხვეული გველი,"
მათე,28,5,მაგრამ მან ხელი დაიქნია და ქვეწარმავალი ცეცხლში
მათე,28,6,"ისინი კი ელოდნენ, რომ დასივდებოდა ან უცბად დაგცე-"
მათე,28,7,"იმ არე- მარეში კუნძულის მთავარს, სახელად პოპღიოსს,"
მათე,28,292,საქმეები 28
მათე,28,8,პოპლიოსის მამა ციებ-ცხელებითა და ნაწლავთა სნეულე-
მათე,28,9,"ამ ამბის შემდეგ სხვებიც, ვისაც გი გკუნძულზე რამე"
მათე,28,10,მათ დიდი პატივი გვცეს და წამოსვლისას საგ ზლით
მათე,28,12,მივადექით სირაკუზას და სამ დღეს დავყავით იქ.
მათე,28,13,იქიდან წამოვედით და რეგიუმს მიგადექით. ერთი დღის
მათე,28,14,სადაც ვნახეთ ძმები და მათი თხოვნით შგიდ დღეს დავრ-
მათე,28,15,იქაურმა ძმებმა გაიგეს ჩვენი ამბავი და გამოვიდნენ ჩვენს
მათე,28,16,"როდესაც რომში მივედით, პავლეს უფლება მისცეს, თაგი-"
მათე,28,17,სამი დღის შემდეგ პაგლემ მოიწვია წარჩინებული იუდე-
მათე,28,18,"მათ დამკითხეს და უნდოდათ ჩემი გათავისუფლება, ვინა-"
მათე,28,19,"მაგრა რაკი იუდეველნი წინ აღმიდგნენ, იძულებული"
მათე,28,20,"ამ მიხეზით მოგიწვიეთ, რომ მენახეთ და მელაპარაკა"
მათე,28,21,მათ გი უთხრეს მას: „ჩვენ არც წერილი მიგვიღია შენზე
მათე,28,22,"ოღონდ ჩვენ გვინდა მოვისმინოთ შენგან, რას ფიქრობ,"
მათე,28,23,"დაუნიშნეს დღე და ბევრი მიგიდა მასთან სასტუმროში,"
მათე,28,24,"ერთნი ერწმუნენ მის ნალაპარაკეგს, სხვებმა გი არ"
მათე,28,26,"""მიდი ამ ხალხთან და უთხარი: სმენით მოისმენთ და ვერ"
მათე,28,27,"ვინაიდან გამქისდა ამ ხალხის გული, და ყურებით მძიმედ"
მათე,28,28,"ამრიგად, იცოდეთ, რომ ღვთის ხსნა მოეგლინა წარმარ-"
მათე,28,29,"ეს რომ თქვა, იუდეველნი წაგიდნენ და დიდი დავა ჰქო-"
მათე,28,30,პავლე მთელ ორ წელიწადს ცხოვრობდა თავის ნაქირა-
მათე,28,31,ქადაგებდა ღგთის სასუფეველს და ასწაგლიდა უოფალ იესო
მათე,1,1,ღვთისა და უფლის იესო ქრისტეს მონა იაკობი განთესი-
მათე,1,2,"ყოველივე სიხარულად ჩათვალეთ, ჩემო ძმებო, როდესაც"
მათე,1,4,"მოთმინებას გი ჰქონდეს სრულყოფილი მოქმედება, რათა"
მათე,1,6,"ოღონდ რწმენით და ეჭვის გარეშე სთხოვოს, რადგან"
მათე,1,7,"ნურც ჰგონია ასეთ კაცს, რომ ღგთისაგან მიიღებს რამეს."
მათე,1,8,ორჭოფი კაცი არამდგრადია თავის ყველა გზაზე.
მათე,1,9,"მაგრამ თავმდაბალი ძმა იქოს თავისი სიმაღლით,"
მათე,1,10,"მდიდარი კი. – თავისი სიმდაბლით, რადგან გადაივლის"
მათე,1,11,"რადგან აღმოხდა მზე პაპანაქებით და გაახმო ბალახი,"
მათე,1,12,"ნეტარია განსაცდელის გადამტანი გაცი, რადგან, რაკი"
მათე,1,13,"ნურავინ იტყვის განსაცდელში: ღვთისგან გიცდებიო, რად-"
მათე,1,14,"არამედ ყოველი იცდება. თავისი გულისთქმით, რომელიც"
მათე,1,15,შემდეგ გულისთქმა ჩასახავს და შობს ცოდვას. ჩადენილი
მათე,1,16,"ნუ შეცდებით, ჩემო საყვარელო ძმებო."
მათე,1,17,ყველა კეთილი საბოძვარი და ყველა სრულყოფილი ნიჭი
მათე,1,18,მან თავისი სურვილით გაგგვაჩინა ჩვენ ჭეშმარიტების
მათე,1,19,"ჰოდა, ჩემო საყვარელო ძმებო, ყოველი ადამიანი იყოს"
მათე,1,20,გინაიდან ადამიანის რისხვა არ ქმნის ღგთის სიმართლეს.
მათე,1,21,"ამიტომ, მოიშორეთ ყოველგვარი უწმიდურება და ბორო-"
მათე,1,22,იყავით სი ყვის .. და არა მხოლოდ
მათე,1,23,"რადგან, თუ ვინ ე ა ძშენს სიტყ ვას და არ ასრულებს,"
მათე,1,24,"შეხედა თაგის თავს, წავიდა და მყისვე დააგიწყდა,"
მათე,1,25,"მაგრამ, ვინც ჩაუკვირდება სრულყოფილ რჯულს თაგისუ-"
მათე,1,26,"თუ რომელიმე თქვენგანს ჰგონია, რომ ღვთის მსახურია"
მათე,1,296,ია კობი 2
მათე,1,27,წმიდა და შეუბღალავი სამსახური ღვთისა და მამის
მათე,2,1,"ჩემო ძმებო, მიკერძოებით ნუ გექნებათ ჩვენი დიდების"
მათე,2,2,"რადგან, თუ შემოვა კაცი თქგენს სინაგოგაში, ოქროსბე-"
მათე,2,4,განა ამით არ განიკითხავთ თქვენს შორის და ბოროტი
მათე,2,5,"ისმინეთ, ჩემო საყვარელო ძმებო: განა ღმერთმა წუთი-"
მათე,2,6,თქვენ გი დაამცირეთ ღარიბი. განა მდიდრები არ გჩაგ-
მათე,2,8,"თუ ასრულებთ სამეფო რჯულს, წერილის მიხედვით:"
მათე,2,9,"მაგრამ, თუ პირფერობთ, ცოდვას სჩადიხართ, რჯული"
მათე,2,10,"რადგან, ვინც მთელ რჯულს იცავს და ერთში შესცოდავს,"
მათე,2,11,რადგან მთქმელმა: „არ იმრუშო!“ ისიცა თქვა: „არ
მათე,2,12,"ისე ილაპარაკეთ და ისე მოიქეცით, როგორც თაგისუფლე-"
მათე,2,13,"რადგან, უწყალო სამსჯაგრო – უმოწყალოს. წყალობა"
მათე,2,14,"ჩემო ძმებო, რა სარგებელია, თუ ვინმე იტყვის, რომ"
მათე,2,15,"თუ ძმა ან და შიშველია და დღიური საზრდო აკლია,"
მათე,2,16,"რომელიმე თქვენგანი კი ეტყვის მას: მშვიდობით იარე,"
მათე,2,17,"ასევეა რწმენაც: თუ საქმენი არ გააჩნია, თავისთავად მკვდარია."
მათე,2,18,"მაგრამ იტყვის გინმე: „შენ გაქვს რწმენა, მე გი მაქვს"
მათე,2,19,"შენ გწამს, რომ ღმერთი ერთია: კარგს შვრები. მაგრამ"
მათე,2,20,"შენ კი, ამაო ადამიანო, გსურს გაიგო, რომ რწმენა"
მათე,2,21,"განა აბრაამი, მამაჩვენი, საქმეებით არ გამართლდა, როცა"
მათე,2,22,"ხედავ, რწმენა მოქმედებდა მის საქმეებთან ერთად."
მათე,2,23,"აღსრულდა წერილი, რომელიც ამბობს: „და ერწმუნა"
მათე,2,24,"თქვენ ხედაგთ, რომ საქმით მართლდება კაცი და არა"
მათე,2,25,"ასევე რახაბ მეძავი. განა საქმეებით არ გამართლდა, როცა"
მათე,2,26,"რადგან, როგორც სხეულია მკგდარი სულის გარეშე, ასევე"
მათე,8,1,"ჩემო ძმებო, ბევრნი ნუ გახდებით მასწავლებლები. იცო-"
მათე,8,2,რადგან ჩვენ ყველანი ბევრს ვცოდავთ. ვინც სიტყვით არ
მათე,8,3,"აჰა, ცხენებს ლაგამს ამოგდებთ, რათა დაგვემორჩილონ და"
მათე,8,4,"აპა, ხომალდები, როგორი დიდებიც არ უნდა იყვნენ და"
მათე,8,298,ია კობი 4
მათე,8,5,"ასევეა ენაც. პატარა ასოა და ბეგრს იქადის. აჰა, რა"
მათე,8,7,"რადგან ყოველგვარი ბუნება მხეცთა და ფრინველთა, ქვე“"
მათე,8,8,ენის მოთგინიერება გი კაციშვილს არ შეუძლია. დაუოგე-
მათე,8,9,მით გაკურთხებთ ღმერთსა და მამას და მით ვწყევლით
მათე,8,10,ერთი პირიდან გამოდის ლოჯკგა-კურთხევა და წყევლა. ასე
მათე,8,11,განა მოედინება ერთი წყაროს თვალიდან ტკბილი და
მათე,8,12,"ჩემო ძმებო, განა შეუძლია ლეღგის ხეს ზეთისხილი მოი-"
მათე,8,13,ვინაა თქვენს შორის ბრძენი და გონიერი? კარგი საქციე-
მათე,8,14,"მაგრამ თუ გულში მწარე შური და შუღლი გაქვთ, ნუ"
მათე,8,15,"ეს არას მადლით გარდმოვლენილი სიბრძნე, არამედ"
მათე,8,16,"რადგან, სადაც შური და შუღლია, იქ შფოთი და ყოველ-"
მათე,8,17,"ხოლო მაღლიდან გარდმომავალი სიბრძნე, პირველყოვლისა,"
მათე,8,18,სიმართლის ნაყოფი მშვიდობით ეთესებათ მშვიდობისმყო-
მათე,4,1,საიდან მოდის ბრძოლები და შუღლი თქვენს შორის? თუ
მათე,4,2,"გსურთ და არ გაქვთ, კლავთ და გშურთ, მაგრამ ვერ"
მათე,4,3,"ითხოვთ და არ გეძლევათ, რადგან ბოროტს ითხოვთ, რათა"
მათე,4,4,"მრუშნო, განა არ იცით, რომ წუთისოფლის მეგობრობა,"
მათე,4,5,"ნუთუ გგონიათ, რომ ამაოდ ამბობს წერილი: „შურით"
მათე,4,6,მაგრამ მით უფრო მეტ მადლსაც იძლევა. ამიტომ ამბობს:
მათე,4,9,"დანაღვლიანდით, იგლოვეთ და იტირეთ. თქვენი სიცილი"
მათე,4,10,დამდაბლდით უფლის წინაშე და იგი აგამაღლებთ თქვენ.
მათე,4,11,"ძმებო, ნუ ძრახავთ ერთმანეგთს. ძმის მძრახავი და თაგისი"
მათე,4,12,"ერთია რჯოულმდებელი და განმკითხველი, რომელსაც"
მათე,4,13,"ახლა თქვენ, ვინც ამბობთ: დღეს თუ ხვალ ამა და ამ"
მათე,4,14,"რომელთაც არ იცით, რა მოხდება ხვალ, რადგან რა არის"
მათე,4,15,ნაცგლად იმისა რომ თქვათ: თუ ინებებს უფალი და
მათე,4,16,ახლა თქვენი ამპარტავნობით პატივმოყვარეობთ. ყოგელი
მათე,4,17,"ამიტომ, ვინც სიკეთის ქმნა იცის და არ იქმს, ეს (კოდვად"
მათე,4,300,იაკობი 5
მათე,5,1,"მოდით, ახლა თქვენც იტირეთ, მდიდრებო, და იგაგლახეთ"
მათე,5,2,"თქვენი სიმდიდრე დაღპა, თქვენი სამოსელი გი ჩრჩილმა"
მათე,5,3,თქვენი ოქრო და ვერცხლი დაჟანგდა. მათი ჟანგი იქნება
მათე,5,4,"აჰა, მუშაკთა საზღაური, რომელიც დაუგავეთ თქვენი ყანე-"
მათე,5,5,"თქვენ განცხრომას ეძლეოდით ქვეყანაზე და ნებივრობდით,"
მათე,5,6,"თქვენ მსჯავრი დასდეთ და მოჰკალით მართალი, ის გი არ"
მათე,5,2,"ამიტომ, ძმებო, სულგრძელნი იყავით უფლის მოსვლამდე."
მათე,5,8,"თქვენც ისულგრძელეთ და გულები გაიმაგრეთ, რადგან"
მათე,5,9,"ჩემო ძმებო, ნუ ჩივით ერთმანეთზე, რათა არ იყოთ"
მათე,5,10,"ჩემო ძმებო, წინასწარმეტყველები, რომლებიც უფლის"
მათე,5,11,"აპა, ჩვენ შევნატრით იმ მომთმენთ. იობის მოთმინება"
მათე,5,12,"პირგელყოვლისა, ჩემო ძმებო, ნუ დაიფიცებთ ნურც"
მათე,5,13,"ვინც იტანჯება თქვენს შორის, ილოცოს, ვისაც უხარია,"
მათე,5,14,არის თქვენს შორის ვინმე ავად? მოიხმოს ეგლესიის
მათე,5,15,რწმენის ლოცვა იხსნის ავადმყოფს. უფალი წამოაყენებს
მათე,5,16,აღიარეთ ცოდვები ერთმანეთის წინაშე და ილოცეთ
მათე,5,17,"ელია ჩვენი მსგაგსი კაცი იყო და ლოცვით ილოჯ(კაა, რომ"
მათე,5,18,კვლავ ილოცა და ცამ მისცა წგიმა და მიწამ აღმოაცენა
მათე,5,19,"ჩემო ძმებო, თუ გინმე თქვენგანი გადაცდება ჭეშმარიტე-"
მათე,5,20,"იცოდეს, რომ ცოდგილის მომქცევი მისი ცდომილების"
მათე,5,1,"პეტრე, იესო ქრისტეს მოციქული, ხიზნებს, განთესილთ"
მათე,5,2,მამა ღმერთის წინასწარი განჭვრეტით და სულის მიერ
მათე,5,3,"კურთხეულია ღმერთი და ჩვენი უფლის, იესო ქრისტეს"
მათე,5,4,"უხრწნელი, შეუბილწავი და უჭკნობი მემკვიდრეობისა-"
მათე,5,5,"ღვთის ძალაში, რწმენის მეშვეობით დაცულებო ხსნისა-"
მათე,5,6,"ამაზე ილხინეთ, თუმცა ამჟამად სხვადასხვა განსაცდელში"
მათე,5,7,რათა გამოჩნდეს თქვენი ნაცადი რწმენა ხრწნად ოქროზე
მათე,5,8,"ვინც არ გინახავთ და გიყვართ, თუმცა ვერ ხედავგთ,"
მათე,5,9,"თქვენი რწმენით აღწევთ სულების ხსნას, რომ.6,23."
მათე,5,10,ამ ხსნისთვის იძიებდნენ და იგგლეგდნენ წინასწარმე-
მათე,5,11,"იკვლევდნენ, რომელ და რა დროზე მიუთითებდა მათში"
მათე,5,12,"რომელთაც გამოეცხადა, რომ თგით მათ კი არა, თქვენ"
მათე,5,14,"როგორც გამგონი შგილები, ნუ აჰყვებით თქვენი უმეცრე-"
მათე,5,15,"არამედ თგითონაც იყავით წმიდები ყოველ საქციელში,"
მათე,5,16,"რადგან წერია: „იყავით წმიდები, რადგან წმიდა ვარ მე."
მათე,5,17,"თუ მამას უწოდებთ იმას, ვინც მიუკერძოებლად განიკი-"
მათე,5,18,"რაკი იცით, რომ არა ხრწნადი ვერცხლით ან ოქროთი"
მათე,5,19,"არამედ ქრისტეს ძვირფასი სისხლით, როგორც უბიწო და"
მათე,5,20,რომელიც წუთისოფლის შექმნამდე იყო წინასწარ
მათე,5,21,"თქვენ მისით იწამეთ ღმერთი, ვინც მკგდრეთით აღადგინა"
მათე,5,22,ჭჰეშმარიტებისადმი მორჩილებით განიწმიდეთ თქვენი
მათე,5,304,I პეტრე 2
მათე,5,23,"როგორც ხელახლად შობილნი არა ხრწნადი თესლისაგან,"
მათე,5,24,რადგან ყოველი ხორციელი ბალახიგითაა და ყოველი მისი
მათე,5,25,ღვთის სიტყვა კი უკუნისამდე მკვიდრობს. ეს კი ის
მათე,2,1,"ამრიგად, მოიშორეთ ყოველგვარი ბოროტება, ყოველგვარი"
მათე,2,2,როგორკ ახალშობილმა ყრმებმა ინატრეთ სულიერი
მათე,2,3,"რადგან იგემეთ, რომ ტკბილია უფალი, ფსალ.33,9."
მათე,2,4,"რომელთანაც მიხვედით – ცოცხალ ქვასთან, ადამიანებმა"
მათე,2,5,"თქვენც აშენდით ცოცხალი ქვებივით სულიერ სახლად,"
მათე,2,6,"რადგან ნათქგამია წერილში: „აჰა, მე ვდებ სიონში ლოდს,"
მათე,2,8,"რაზედაც ბრკოლდებიან, რადგან ეურჩებიან სიტყვას და"
მათე,2,9,"თქვენ გი რჩეული მოდგმა ხართ, სამეფო სამღგდელოება,"
მათე,2,10,"ოდესღაც რომ ხალხი არ იყავით, ახლა ღვთის ხალხი ხართ."
მათე,2,11,"საყვარელნო, შეგაგონებთ, როგორც ხიზნებსა და მწირებს,"
მათე,2,12,"კარგად მოიქეცით წარმართებში, რათა რაშიც გაძაგებენ,"
მათე,2,13,დაემორჩილეთ ყოველ ადამიანურ დადგენილებას უფლის
მათე,2,14,"განმგებელთ როგორც მის მოვლინებულთ, ბორო-"
მათე,2,15,რადგან ასეთია ნება ღგთისა: რათა კეთილის ქმნით დაადუ-
მათე,2,16,"იცხოგრეთ როგორც თაგისუფლებმა, ოღონდ ბოროტების"
მათე,2,17,"ყველას პატივი მიაგეთ, გიყვარდეთ საძმო, ღგთისა გე ში-"
მათე,2,18,"მსახურნო, დაემორჩილეთ ბატონებს მთელი შიშით, არა"
მათე,2,19,"რადგან მადლი ის არის, თუ გინმე სინდისის გამო ოსა-"
მათე,2,20,"რადგან, თუ დანაშაულისათვის გცემენ და ითმენთ, რა"
მათე,2,21,ამისათგის ხართ მოწოდებულნი: ქრისტეც ხომ ეტანჯა
მათე,2,22,რომელსაც არც ცოდგა ჩაუდენია და არც მზაკვრობა
მათე,2,23,"რომელსაც ლანძღავდნენ და ლანძღვით არ უპასუხებდა,"
მათე,2,24,რომელმაც ჩვენი ცოდვები თვითონვე აზიდა ძელზე თაგისი
მათე,2,28,ცხვრებივით გ ზააბნეული იყავით და ახლა დაუბრუნდით
მათე,2,306,I პეტრე 3
მათე,3,1,"ასევე ცოლები დაემორჩილონ თავიანთ ქმრებს, რათა"
მათე,3,2,იხილავენ რა თქვენს უბიწო ქცეგას მოშიშობით.
მათე,3,3,"თქვენი მშვენება ნუ: იქნება გარეგნობა: თმის ნაწნავები,"
მათე,3,4,არამედ გულის დაფარული კაცი უხრწნელ მყუდროებაში
მათე,3,5,ღვთის მოიმედე წმიდა (ლებიც ასე იმკობდნენ თაგს
მათე,3,6,"როგორც სარა დაემორჩილა და ბატონი უწოდა აბრაამს,"
მათე,3,7,"თქვენც, ქმრებო, გონიგრულად მოეპყარით (ცოლებს,"
მათე,3,8,"ბოლოს, იყავით ყველა ერთი აზრისანი, გულ შემატკივარნი,"
მათე,3,9,ნუ მიაგებთ ბოროტს ბოროტისა წილ და ლანძღვას
მათე,3,10,"რადგან, ვისაც სიცოცხლე უყვარს და კეთილი დღეების"
მათე,3,11,"ერიდოს ბოროტს, სიკეთე აკეთოს, ეძიებდეს მშგიდობას"
მათე,3,12,"რადგან ღვთის თვალები მიპყრობილია მართალთა მიმართ,"
მათე,3,13,"ცუდს ვინ გაგიკეთებთ, თუ გეთილის მოშურნე იქნებით?"
მათე,3,14,"მაგრამ ნეტარნი ხართ თქვენ, რომ იტანჯოთ გიდეც სიმარ-"
მათე,3,15,"წმიდაჰყავით ქრისტე, როგორც უფალი, თქვენს გულებში"
მათე,3,16,"კეთილი სინდისი გქონდეთ, რათა, რისთვისაც გაძაგებენ,"
მათე,3,17,"რადგან, თუ ღმერთს ნებავს, უმჯობესია, გარგ საქმეთა"
მათე,3,18,"რადგან ქრისტეც მოკგდა ერთხელ ჩვენი ცოდვების გამო,"
მათე,3,19,"რომლითაცკ წავიდა და უქადაგა საპყრობილეში სულებსაც,"
მათე,3,20,"ურწმუნონი რომ იყვნენ ოდესღაც, როცა – ა დუთის"
მათე,3,21,"რაც იყო ხატება ნათლისღებისა, რომელიც ამჟამად თქგენ"
მათე,3,22,"რომელიც ღვთის მარჯვნივ არის მას შემდეგ, რაც ზეცად"
მათე,4,1,"რაკი ქრისტე ჩვენთვის იტანჯა ხორციელად, თქვენც"
მათე,4,2,რათა ხორცში დარჩენილი დრო განვლოთ არა ადამიანური
მათე,4,3,"რადგან თქვენთვის ისიც საკმარისია, რომ წარსულში"
მათე,4,4,"ამის გამო უკვირთ მათ, რომ მათთან ერთად არ მისდევთ"
მათე,4,5,"ისინი პასუხს აგებენ მის წინაშე, რომელიც განიკითხავს"
მათე,4,6,"რადგან იმიტომ ეხარათ მკვდართაც, რომ კაცთა კვალზე"
მათე,4,308,L პეტრე 5
მათე,4,7,თუმცა ყველაფრის აღსასრული მოახლოებულია. ამიტომ
მათე,4,8,"უპირველეს ყოვლისა გი, იქონიეთ გულითადი სიყვარული"
მათე,4,9,იყავით ერთმანეთის მიმართ სტუმართმოყვარენი წუწუნის
მათე,4,10,"თვითოეული ერთმანეთს იმ ნიჭით ემსახურეთ, რაც მიგი-"
მათე,4,11,თუ ვინმე ლაპარაკობს ილაპარაკოს როგორც ღვთის
მათე,4,12,"საყვარელნო, ნუ გაგაოცებთ თქვენზე მოვლენილი ცეცხლო-"
მათე,4,13,"არამედ გიხაროდეთ, როგორც ქრისტეს ტანჯვათა მოზია-"
მათე,4,14,"თუ გაგლანძღავენ ქრისტეს სახელისათვის, ნეტარნი ხართ,"
მათე,4,15,"ოღონდ არც ერთ თქვენგანს არა ეგვნოს რა, როგორც"
მათე,4,16,"ხოლო თუ ვინმე იტანჯება როგორც ქრისტიანი, ნუ"
მათე,4,17,"რადგან დროა ღვთის სახლიდან განკითხვის დაწყებისა და,"
მათე,4,18,"თუ მართალი ძლივას გადარჩება, უღვთო და ცოდვილი"
მათე,4,19,ამიტომ ტანჯულებმაც ღვთის ნებისამებრდ თავიანთი
მათე,5,1,"თქვენს შორის ხუცესებს შეგაგონებ მე, თანახუცესი,"
მათე,5,2,"მწყემსეთ ღვთის სამწყსო, რომელიც თქვენს შორისაა, არა"
მათე,5,3,"ნუკი ეუფლებით ღვთის სამკგიდრებელს, არამედ მაგალითი"
მათე,5,4,"და როდესაც მწყემსმთავარი გამოჩნდება, თქვენ მიიღებთ"
მათე,5,5,"ასევე, ახალგაზრდებო, დაემორჩილეთ ხუცესთ. დაემორჩი-"
მათე,5,6,"მაშ, დამდაბლდით ღვთის ძლიერი ხელის ქვეშ, რათა აგა-"
მათე,5,7,"თქვენი ყველა საზრუნავი მას მიანდეთ, რადგან ის ზრუ-"
მათე,5,8,"მღვიძარენი იყავით, იფხიზლეთ, რადგან თქვენი მოწინაა-"
მათე,5,9,წინაღუდექით მას მტკიცე რწმენით და მართეთ. რომ
მათე,5,10,"ხოლო ღმერთი ყოგელგვარი მადლისა, რომელმაც მოგვი-"
მათე,5,12,"სილოვანის როგორც გფიქრობ, თქვენი ერთგული ძმის"
მათე,5,13,მოკითხვას გითვლიან ბაბილონში თანარჩეული ეგლესია და
მათე,5,14,ერთმანეთი მოიკითხეთ სიყვარულის ამბორით. მშვიდობა
მათე,1,1,"სიმონ-პეტრე, იესო ქრისტეს მონა და მოციქული, მათ,"
მათე,1,2,მადლი და მშვიდობა გაგიმრავლდეთ ღვთისა და ჩვენი
მათე,1,3,"ისე, როგორც მისმა ღვთიურმა ძალამ მოგვანიჭა ყოვე-"
